PRESCRIBER_SPECIALTY,FILLED_YEAR,TOTAL_FILLED,TOTAL_REFILLED,AVG_DAYS_SUPPLIED,MIN_DAYS_SUPPLIED,MAX_DAYS_SUPPLIED,MEDIAN_DAYS_SUPPLIED,0-5 DAYS SUPPLIED,6-10 DAYS SUPPLIED,11-20 DAYS SUPPLIED,21-30 DAYS SUPPLIED,31-60 DAYS SUPPLIED,61-90 DAYS SUPPLIED,91+ DAYS SUPPLIED
"Specialist/Technologist, Other",2016,2009,334,26.79542,1,90,30,109,121,82,1688,8,1,0
"Specialist/Technologist, Other",2017,2089,284,26.853039,2,90,30,145,105,77,1748,3,11,0
"Specialist/Technologist, Other",2018,1632,250,25.924632,2,90,30,98,143,86,1296,2,7,0
"Specialist/Technologist, Other",2019,1960,331,21.562244,1,90,30,146,493,106,1210,1,4,0
"Specialist/Technologist, Other",2020,2235,278,22.547651,1,90,30,91,541,134,1466,0,3,0
"Specialist/Technologist, Other",2021,2569,355,21.49163,1,60,30,88,778,122,1580,1,0,0
"Specialist/Technologist, Other",2022,2544,262,22.799135,1,90,30,89,647,81,1724,2,1,0
"Specialist/Technologist, Other",2023,2767,246,22.845681,1,90,30,99,670,134,1863,0,1,0
Surgery,2005,58547,26609,6.583531,0,875,4,43914,9685,3006,1724,55,40,123
Surgery,2006,88831,32984,6.200031,0,999,4,66589,14880,4249,2866,97,44,106
Surgery,2007,96055,40002,5.953609,0,875,4,71247,17382,4253,2967,92,60,54
Surgery,2008,103933,45380,5.960772,0,999,5,75595,20435,4816,2904,88,55,39
Surgery,2009,107386,45748,5.816968,0,667,5,78412,21250,4879,2644,118,63,20
Surgery,2010,106704,46943,5.910003,0,833,5,75604,23112,5244,2546,112,68,18
Surgery,2011,101273,51686,5.787426,0,375,5,72568,20863,5310,2337,131,60,4
Surgery,2012,105615,47834,6.018065,0,150,5,74072,22380,5900,3049,152,56,4
Surgery,2013,103088,42316,6.359576,0,240,5,70317,22469,6150,3945,147,55,3
Surgery,2014,98260,27147,7.385752,0,90,5,64014,21354,4794,7867,160,70,0
Surgery,2015,97862,3287,8.273405,0,120,5,57029,24341,6409,9882,142,57,2
Surgery,2016,99232,3020,7.656915,0,90,5,58818,25991,6499,7761,112,51,0
Surgery,2017,103305,2597,7.25718,1,90,5,62660,26292,7339,6858,115,41,0
Surgery,2018,93816,2460,6.543286,0,90,5,60843,21369,6917,4634,39,14,0
Surgery,2019,90530,2255,5.987462,1,180,5,62104,19209,5617,3553,37,8,2
Surgery,2020,80288,1956,5.588518,1,180,4,57963,15661,3799,2824,29,11,1
Surgery,2021,79666,2408,5.609507,1,180,4,57469,14986,4105,3078,11,16,1
Surgery,2022,75069,1090,5.500885,1,90,4,55297,13160,3625,2964,18,5,0
Surgery,2023,77312,831,5.120058,1,90,4,59497,12530,2781,2464,29,11,0
"Technician, Cardiology",2005,77,69,12.077922,4,30,7,18,37,7,15,0,0,0
"Technician, Cardiology",2006,65,47,14.030769,2,30,10,18,22,6,19,0,0,0
"Technician, Cardiology",2007,54,89,14.666666,5,30,10,16,12,10,16,0,0,0
"Technician, Cardiology",2008,56,63,20.839285,1,30,30,3,12,12,29,0,0,0
"Technician, Cardiology",2009,54,43,12.981481,1,30,10,13,25,3,13,0,0,0
"Technician, Cardiology",2010,42,26,14.404761,3,30,10,11,15,4,12,0,0,0
"Technician, Cardiology",2011,36,22,13.888888,2,30,8,13,7,5,11,0,0,0
"Technician, Cardiology",2012,49,46,14.959183,2,90,7,20,9,7,12,0,1,0
"Technician, Cardiology",2013,48,1,6.8125,2,30,5,27,17,2,2,0,0,0
"Technician, Cardiology",2014,24,0,7.5,2,30,5,15,5,2,2,0,0,0
"Technician, Cardiology",2015,13,0,11.846153,3,30,10,4,4,4,1,0,0,0
"Technician, Cardiology",2016,1,0,5,5,5,5,1,0,0,0,0,0,0
"Technician, Cardiology",2017,3,1,7.666666,3,15,5,2,0,1,0,0,0,0
"Technician, Cardiology",2018,4,0,5,3,7,5,2,2,0,0,0,0,0
"Technician, Cardiology",2019,1,0,3,3,3,3,1,0,0,0,0,0,0
"Technician, Other",2007,1,0,40,40,40,40,0,0,0,0,1,0,0
"Technician, Other",2011,4,5,8.5,1,20,6.5,2,1,1,0,0,0,0
"Technician, Other",2012,25,60,12.44,2,30,10,7,8,5,5,0,0,0
"Technician, Other",2013,53,8,14.509433,4,30,10,12,19,8,14,0,0,0
"Technician, Other",2014,95,91,18.621052,3,90,13,10,31,16,28,8,2,0
"Technician, Other",2015,201,379,22.830845,2,90,30,20,28,47,94,7,5,0
"Technician, Other",2016,149,296,24.436241,3,90,30,9,24,22,84,7,3,0
"Technician, Other",2017,123,243,25.00813,1,90,30,10,23,18,49,20,3,0
"Technician, Other",2018,86,235,22.255813,5,45,20,4,8,40,27,7,0,0
"Technician, Other",2019,111,250,26.666666,4,90,30,1,8,33,63,4,2,0
"Technician, Other",2020,98,206,26.061224,3,90,30,2,12,20,59,3,2,0
"Technician, Other",2021,57,64,27.701754,5,90,30,1,10,4,37,4,1,0
"Technician, Other",2022,78,81,27.205128,3,120,30,4,11,8,49,3,1,2
"Technician, Other",2023,54,73,17.87037,1,30,11.5,5,22,3,24,0,0,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2005,4878,1723,10.704387,0,999,6,2200,1922,589,125,4,7,31
Thoracic Surgery (Cardiothoracic Vascular Surgery),2006,7901,2500,8.691558,1,667,6,3733,3202,775,156,9,4,22
Thoracic Surgery (Cardiothoracic Vascular Surgery),2007,8214,2462,8.46165,0,667,6,3538,3664,819,158,14,2,19
Thoracic Surgery (Cardiothoracic Vascular Surgery),2008,7655,2201,7.684911,0,875,7,3083,3679,723,157,9,2,2
Thoracic Surgery (Cardiothoracic Vascular Surgery),2009,7812,2049,7.599334,0,667,6,3411,3480,692,219,7,1,2
Thoracic Surgery (Cardiothoracic Vascular Surgery),2010,8035,2505,7.657249,0,473,6,3487,3604,668,251,15,9,1
Thoracic Surgery (Cardiothoracic Vascular Surgery),2011,7860,3040,7.186259,0,80,6,3522,3530,574,226,5,3,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2012,7549,2811,7.298052,1,80,6,3219,3455,704,156,13,2,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2013,7425,2689,7.297912,0,825,6,3438,3186,616,173,7,4,1
Thoracic Surgery (Cardiothoracic Vascular Surgery),2014,7298,2126,7.541107,1,70,6,3298,2819,1022,154,2,3,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2015,6743,180,8.556428,1,60,7,2376,2891,1247,211,18,0,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2016,6896,228,8.658352,1,72,7,2441,2818,1386,236,14,1,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2017,6845,169,7.927392,1,60,7,2499,3135,1026,175,10,0,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2018,7192,168,6.732897,0,47,7,2898,3672,532,87,3,0,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2019,8894,229,11.574319,1,150,7,3219,3293,272,2105,4,0,1
Thoracic Surgery (Cardiothoracic Vascular Surgery),2020,5870,1295,5.721294,1,30,6,2897,2766,166,41,0,0,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2021,6494,773,5.918848,1,30,6,3029,3169,252,44,0,0,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2022,6635,295,5.670082,1,90,6,3202,3224,161,47,0,1,0
Thoracic Surgery (Cardiothoracic Vascular Surgery),2023,7052,105,5.527651,1,90,6,3425,3426,164,34,1,2,0
Transplant Surgery,2005,170,30,19.711764,1,333,10,59,40,29,35,1,2,4
Transplant Surgery,2006,202,19,12.668316,1,60,8,73,47,38,42,2,0,0
Transplant Surgery,2007,302,108,10.71192,1,45,7,136,82,33,50,1,0,0
Transplant Surgery,2008,318,117,11.172955,1,30,7,120,110,27,61,0,0,0
Transplant Surgery,2009,469,289,14.343283,1,30,10,149,114,63,143,0,0,0
Transplant Surgery,2010,356,378,15.654494,1,90,10,117,77,33,126,2,1,0
Transplant Surgery,2011,429,423,17.153846,1,90,12,84,127,43,170,2,3,0
Transplant Surgery,2012,940,467,12.235106,2,90,8,297,356,81,201,2,3,0
Transplant Surgery,2013,1030,429,11.948543,1,90,7,403,333,78,203,5,8,0
Transplant Surgery,2014,1014,360,10.989151,1,180,7,425,287,160,132,4,4,2
Transplant Surgery,2015,1022,269,11.625244,1,90,8,340,314,222,140,1,5,0
Transplant Surgery,2016,1209,378,11.576509,1,90,8,355,379,313,155,4,3,0
Transplant Surgery,2017,1202,548,11.386023,1,90,7,369,462,182,177,8,4,0
Transplant Surgery,2018,1077,397,10.690807,1,90,7,314,545,40,166,5,7,0
Transplant Surgery,2019,1046,513,10.922562,1,99,6,493,301,33,214,0,4,1
Transplant Surgery,2020,995,674,10.415075,1,90,7,430,345,40,177,1,2,0
Transplant Surgery,2021,1180,693,10.295762,1,90,7,405,533,40,194,5,3,0
Transplant Surgery,2022,994,361,8.900402,1,90,7,390,459,18,119,6,2,0
Transplant Surgery,2023,1180,87,8.122881,1,90,7,451,497,176,49,4,3,0
Urology,2005,18583,5689,5.570682,0,875,4,15174,2754,363,221,29,6,36
Urology,2006,29869,7809,5.437677,0,833,4,24036,4891,531,343,17,7,44
Urology,2007,32180,9024,5.405407,0,875,4,25368,5663,659,415,11,23,41
Urology,2008,34816,10047,5.039062,0,625,4,26973,6552,763,482,36,5,5
Urology,2009,37052,10445,5.24498,0,667,4,28581,6743,1030,647,27,16,8
Urology,2010,38998,11130,5.534206,0,667,5,29066,7877,1160,841,28,13,13
Urology,2011,37737,14046,5.358693,0,667,4,28833,6818,1280,775,12,17,2
Urology,2012,40820,12815,5.796129,0,180,4,30735,7125,1291,1632,21,15,1
Urology,2013,40723,10734,6.141909,0,100,5,29685,7677,1194,2124,29,13,1
Urology,2014,41204,9129,6.509707,0,90,5,29586,7579,1318,2675,29,17,0
Urology,2015,39675,1599,5.724486,0,90,4,29350,7689,1379,1203,23,31,0
Urology,2016,41077,1494,5.574384,1,90,4,30051,8650,1285,1060,15,16,0
Urology,2017,41354,1398,5.466508,1,734,4,30563,8601,1090,1056,24,19,1
Urology,2018,39479,1308,5.362319,0,200,4,29351,8119,810,1169,23,6,1
Urology,2019,36465,1035,5.089592,1,90,4,29004,5796,400,1237,20,8,0
Urology,2020,31124,840,4.909394,1,151,4,25294,4479,283,1053,4,10,1
Urology,2021,29552,613,4.21122,1,90,4,24301,4737,231,282,0,1,0
Urology,2022,27815,328,4.109437,1,60,3,22985,4366,192,263,9,0,0
Urology,2023,27993,451,4.111349,1,220,3,23453,3930,285,314,6,4,1
Veterinarian,2005,428,460,17.728971,0,133,13,103,93,113,78,36,3,2
Veterinarian,2006,993,930,16.973816,1,714,12,226,266,239,196,58,4,4
Veterinarian,2007,1135,1041,16.166519,1,120,12,259,303,295,201,61,11,5
Veterinarian,2008,1550,1872,18.763225,0,600,13,323,410,373,314,103,8,19
Veterinarian,2009,1492,1916,17.367292,1,200,14,345,335,393,289,113,11,6
Veterinarian,2010,1779,2338,17.358628,0,375,10,480,456,320,363,125,16,19
Veterinarian,2011,1666,2640,16.403361,0,200,10,425,423,356,361,78,15,8
Veterinarian,2012,1989,3315,17.459024,1,180,13,410,521,468,441,109,27,13
Veterinarian,2013,1941,3152,17.520865,1,200,13,386,505,486,455,67,26,16
Veterinarian,2014,5825,13729,23.00515,1,180,20,552,974,1510,2193,457,106,29
Veterinarian,2015,10564,20615,23.8936,1,443,22,656,1730,2804,4209,964,162,39
Veterinarian,2016,11107,21896,24.962366,0,1095,25,693,1623,2847,4675,992,216,59
Veterinarian,2017,12491,24145,24.564886,1,240,25,719,1926,3161,5212,1189,232,51
Veterinarian,2018,11631,29426,24.189407,0,253,25,684,1805,2904,4964,1047,191,36
Veterinarian,2019,15828,30038,22.272175,0,240,20,1283,3237,3783,6110,1158,200,57
Veterinarian,2020,25981,41743,20.533543,1,300,16,2732,6202,6143,8939,1585,311,68
Veterinarian,2021,32814,53950,20.172944,1,600,15,3945,8057,7195,11233,1955,366,62
Veterinarian,2022,26399,37549,20.034243,1,360,15,3018,6747,5729,9044,1507,286,68
Veterinarian,2023,19562,28328,19.87992,1,240,15,2441,4909,4174,6671,1106,215,46
