county_fips,county_name,cdc_year,cdc_population,rate_range,rate_midpoint,acs_year,acs_total_pop,acs_female_pop,female_share
18069,"Huntington County, Indiana",2003,37875,6.1-8,7.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2003,41403,6.1-8,7.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2003,31133,4.1-6,5.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2003,21681,6.1-8,7.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2003,31779,6.1-8,7.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2003,28012,8.1-10,9.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2003,122202,6.1-8,7.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2003,38580,6.1-8,7.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2003,75176,4.1-6,5.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2003,35711,0-2,1.0,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2003,109027,6.1-8,7.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2003,485596,2.1-4,3.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2003,46178,6.1-8,7.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2003,131740,14.1-16,15.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2003,868576,8.1-10,9.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2003,45923,4.1-6,5.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2003,10309,2.1-4,3.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2003,37251,4.1-6,5.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2003,124514,6.1-8,7.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2003,37634,8.1-10,9.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2003,67729,8.1-10,9.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2003,14446,4.1-6,5.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2003,46917,4.1-6,5.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2003,5779,4.1-6,5.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2003,19622,4.1-6,5.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2003,22321,6.1-8,7.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2003,17515,4.1-6,5.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2003,18963,4.1-6,5.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2003,12970,2.1-4,3.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2003,151731,6.1-8,7.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2003,26736,4.1-6,5.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2003,13634,6.1-8,7.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2003,37145,4.1-6,5.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2003,26763,6.1-8,7.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2003,27615,6.1-8,7.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2003,18090,4.1-6,5.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2003,23638,14.1-16,15.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2003,43385,6.1-8,7.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2003,20529,4.1-6,5.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2003,264762,6.1-8,7.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2003,23336,16.1-18,17.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2003,33789,2.1-4,3.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2003,21801,10.1-12,11.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2003,9722,6.1-8,7.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2003,154040,6.1-8,7.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2003,16511,8.1-10,9.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2003,7293,6.1-8,7.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2003,174239,10.1-12,11.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2003,16493,6.1-8,7.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2003,105356,8.1-10,9.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2003,34325,8.1-10,9.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2003,8589,2.1-4,3.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2003,54439,2.1-4,3.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2003,27736,6.1-8,7.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2003,70490,10.1-12,11.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2003,27803,4.1-6,5.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2003,25060,6.1-8,7.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2003,31621,4.1-6,5.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2002,33523,2.1-4,3.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2002,337124,4.1-6,5.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2002,71890,6.1-8,7.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2002,9163,6.1-8,7.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2002,13696,8.1-10,9.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2002,48071,4.1-6,5.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2002,15339,6.1-8,7.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2002,20270,4.1-6,5.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2002,40389,2.1-4,3.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2002,97935,8.1-10,9.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2002,26486,4.1-6,5.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2002,33610,4.1-6,5.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2002,10976,6.1-8,7.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2002,29860,4.1-6,5.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2002,40732,4.1-6,5.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2002,47052,8.1-10,9.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2002,24793,6.1-8,7.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2002,119949,8.1-10,9.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2002,40244,2.1-4,3.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2002,184543,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2002,25094,10.1-12,11.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2002,71407,6.1-8,7.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2002,17825,4.1-6,5.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2002,22475,6.1-8,7.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2002,20464,4.1-6,5.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2002,32684,4.1-6,5.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2002,72425,10.1-12,11.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2002,33052,8.1-10,9.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2002,204721,2.1-4,3.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2002,58223,6.1-8,7.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2002,35408,4.1-6,5.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2002,115206,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2002,48258,12.1-14,13.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2002,84563,10.1-12,11.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2002,37992,4.1-6,5.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2002,41335,6.1-8,7.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2002,30664,4.1-6,5.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2002,21713,6.1-8,7.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2002,31871,6.1-8,7.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2002,28131,6.1-8,7.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2002,120447,6.1-8,7.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2002,38832,6.1-8,7.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2002,74861,4.1-6,5.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2002,35453,0-2,1.0,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2002,109555,6.1-8,7.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2002,484520,2.1-4,3.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2002,46039,6.1-8,7.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2002,132433,12.1-14,13.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2002,866210,8.1-10,9.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2002,45518,4.1-6,5.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2002,10341,2.1-4,3.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2002,37019,4.1-6,5.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2002,122628,6.1-8,7.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2002,37782,6.1-8,7.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2002,67266,6.1-8,7.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2002,14343,4.1-6,5.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2002,46884,4.1-6,5.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2002,5735,4.1-6,5.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2002,19439,4.1-6,5.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2002,22079,4.1-6,5.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2002,17274,4.1-6,5.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2002,18903,2.1-4,3.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2002,12984,2.1-4,3.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2002,149992,6.1-8,7.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2002,26908,4.1-6,5.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2002,13606,6.1-8,7.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2002,36525,4.1-6,5.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2002,26989,4.1-6,5.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2002,27421,6.1-8,7.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2002,18034,4.1-6,5.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2002,23370,14.1-16,15.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2002,43577,6.1-8,7.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2002,20422,4.1-6,5.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2002,265090,4.1-6,5.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2002,23361,14.1-16,15.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2002,33496,2.1-4,3.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2002,21792,10.1-12,11.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2002,9711,4.1-6,5.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2002,152348,6.1-8,7.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2002,16529,6.1-8,7.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2002,7366,4.1-6,5.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2002,173067,10.1-12,11.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2002,16556,4.1-6,5.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2002,105221,6.1-8,7.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2002,34488,8.1-10,9.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2002,8598,2.1-4,3.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2002,53317,2.1-4,3.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2002,27674,6.1-8,7.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2002,70545,10.1-12,11.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2002,27745,4.1-6,5.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2002,25240,6.1-8,7.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2002,31278,2.1-4,3.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2001,33556,2.1-4,3.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2001,334956,4.1-6,5.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2001,72110,6.1-8,7.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2001,9313,4.1-6,5.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2001,13735,6.1-8,7.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2001,47035,4.1-6,5.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2001,15200,6.1-8,7.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2001,20298,2.1-4,3.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2001,40859,2.1-4,3.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2001,97228,8.1-10,9.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2001,26605,4.1-6,5.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2001,33809,4.1-6,5.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2001,10922,4.1-6,5.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2001,29755,4.1-6,5.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2001,40576,4.1-6,5.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2001,46726,6.1-8,7.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2001,24585,6.1-8,7.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2001,120281,8.1-10,9.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2001,40142,2.1-4,3.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2001,184708,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2001,25263,10.1-12,11.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2001,71441,6.1-8,7.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2001,17752,2.1-4,3.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2001,22315,6.1-8,7.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2001,20509,4.1-6,5.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2001,32647,4.1-6,5.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2001,72905,8.1-10,9.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2001,33195,6.1-8,7.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2001,194664,2.1-4,3.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2001,56729,6.1-8,7.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2001,34863,4.1-6,5.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2001,110144,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2001,48397,12.1-14,13.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2001,84909,10.1-12,11.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2001,37877,4.1-6,5.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2001,41343,4.1-6,5.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2001,30417,4.1-6,5.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2001,21726,6.1-8,7.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2001,31887,4.1-6,5.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2001,27932,6.1-8,7.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2001,117843,4.1-6,5.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2001,38840,4.1-6,5.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2001,74756,4.1-6,5.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2001,35299,0-2,1.0,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2001,110077,4.1-6,5.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2001,484454,2.1-4,3.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2001,45965,6.1-8,7.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2001,132920,12.1-14,13.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2001,865662,6.1-8,7.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2001,45534,2.1-4,3.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2001,10311,2.1-4,3.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2001,36475,2.1-4,3.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2001,121696,6.1-8,7.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2001,37793,6.1-8,7.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2001,66884,6.1-8,7.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2001,14358,2.1-4,3.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2001,47110,4.1-6,5.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2001,5633,2.1-4,3.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2001,19373,2.1-4,3.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2001,21954,4.1-6,5.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2001,17202,4.1-6,5.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2001,18893,2.1-4,3.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2001,12905,2.1-4,3.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2001,148372,6.1-8,7.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2001,26933,4.1-6,5.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2001,13627,4.1-6,5.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2001,36382,2.1-4,3.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2001,27166,4.1-6,5.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2001,27130,4.1-6,5.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2001,18145,4.1-6,5.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2001,23332,12.1-14,13.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2001,43746,6.1-8,7.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2001,20465,2.1-4,3.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2001,265502,4.1-6,5.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2001,23217,14.1-16,15.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2001,33556,2.1-4,3.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2001,21771,8.1-10,9.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2001,9465,4.1-6,5.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2001,151095,6.1-8,7.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2001,16508,6.1-8,7.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2001,7323,4.1-6,5.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2001,172449,8.1-10,9.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2001,16639,4.1-6,5.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2001,105482,6.1-8,7.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2001,34700,6.1-8,7.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2001,8553,2.1-4,3.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2001,52780,2.1-4,3.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2001,27484,4.1-6,5.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2001,70712,8.1-10,9.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2001,27626,4.1-6,5.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2001,25351,4.1-6,5.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2001,30998,2.1-4,3.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2000,33597,2.1-4,3.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2000,332786,4.1-6,5.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2000,71763,6.1-8,7.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2000,9412,4.1-6,5.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2000,13988,6.1-8,7.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2000,46390,4.1-6,5.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2000,14998,4.1-6,5.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2000,20150,2.1-4,3.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2000,40939,2.1-4,3.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2000,96714,6.1-8,7.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2000,26565,4.1-6,5.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2000,33942,4.1-6,5.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2000,10786,4.1-6,5.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2000,29882,4.1-6,5.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2000,40537,4.1-6,5.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2000,46349,6.1-8,7.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2000,24572,6.1-8,7.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2000,118776,8.1-10,9.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2000,39892,2.1-4,3.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2000,183412,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2000,25556,8.1-10,9.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2000,70879,6.1-8,7.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2000,17929,2.1-4,3.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2000,22252,6.1-8,7.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2000,20549,4.1-6,5.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2000,32491,4.1-6,5.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2000,73325,8.1-10,9.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2000,33191,6.1-8,7.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2000,185221,2.1-4,3.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2000,55710,4.1-6,5.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2000,34569,4.1-6,5.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2000,105378,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2000,48469,10.1-12,11.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2000,84940,10.1-12,11.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2000,38068,4.1-6,5.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2000,41428,4.1-6,5.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2000,30334,4.1-6,5.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2000,21792,6.1-8,7.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2000,31706,4.1-6,5.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2000,27747,6.1-8,7.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2000,115756,4.1-6,5.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2000,39195,4.1-6,5.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2000,74211,4.1-6,5.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2000,34892,0-2,1.0,2023,40596,19959,0.49164942358853087
