county_fips,county_name,cdc_year,cdc_population,rate_range,rate_midpoint,acs_year,acs_total_pop,acs_female_pop,female_share
18029,"Dearborn County, Indiana",2009,49931,12.1-14,13.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2009,25595,10.1-12,11.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2009,117490,14.1-16,15.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2009,41897,6.1-8,7.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2009,197514,6.1-8,7.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2009,24247,16.1-18,17.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2009,74284,10.1-12,11.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2009,17183,8.1-10,9.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2009,23195,12.1-14,13.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2009,20772,8.1-10,9.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2009,33345,6.1-8,7.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2009,70195,14.1-16,15.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2009,32995,12.1-14,13.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2009,269394,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2009,69183,10.1-12,11.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2009,39148,6.1-8,7.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2009,143944,6.1-8,7.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2009,49305,20.1-22,21.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2009,82701,18.1-20,19.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2009,37205,8.1-10,9.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2009,41798,10.1-12,11.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2009,33278,8.1-10,9.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2009,21399,10.1-12,11.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2009,32558,8.1-10,9.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2009,28546,12.1-14,13.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2009,138584,8.1-10,9.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2009,38499,10.1-12,11.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2009,77263,6.1-8,7.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2009,37119,2.1-4,3.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2009,111465,8.1-10,9.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2009,495789,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2009,46138,10.1-12,11.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2009,131599,20.1-22,21.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2009,898394,12.1-14,13.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2009,47126,6.1-8,7.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2009,10300,6.1-8,7.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2009,37127,6.1-8,7.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2009,136198,10.1-12,11.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2009,38180,12.1-14,13.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2009,68583,12.1-14,13.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2009,14207,8.1-10,9.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2009,47574,6.1-8,7.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2009,6134,12.1-14,13.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2009,19931,8.1-10,9.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2009,21642,10.1-12,11.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2009,17326,8.1-10,9.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2009,19331,8.1-10,9.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2009,12836,6.1-8,7.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2009,163572,10.1-12,11.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2009,25941,6.1-8,7.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2009,13548,12.1-14,13.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2009,38052,6.1-8,7.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2009,26240,8.1-10,9.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2009,28716,10.1-12,11.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2009,17461,8.1-10,9.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2009,24165,22.1-24,23.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2009,44551,10.1-12,11.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2009,20992,6.1-8,7.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2009,266827,8.1-10,9.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2009,23343,24.1-26,25.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2009,34194,4.1-6,5.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2009,21483,16.1-18,17.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2009,10541,12.1-14,13.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2009,171937,10.1-12,11.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2009,16046,12.1-14,13.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2009,7466,14.1-16,15.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2009,178995,16.1-18,17.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2009,16377,10.1-12,11.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2009,107429,10.1-12,11.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2009,33036,12.1-14,13.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2009,8533,6.1-8,7.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2009,59197,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2009,28144,10.1-12,11.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2009,68984,14.1-16,15.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2009,27620,8.1-10,9.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2009,24573,8.1-10,9.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2009,33125,6.1-8,7.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2008,34214,6.1-8,7.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2008,351264,6.1-8,7.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2008,76080,10.1-12,11.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2008,8801,10.1-12,11.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2008,12971,14.1-16,15.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2008,54648,6.1-8,7.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2008,15274,10.1-12,11.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2008,20114,6.1-8,7.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2008,39070,4.1-6,5.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2008,107406,12.1-14,13.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2008,27058,8.1-10,9.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2008,33352,8.1-10,9.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2008,10792,12.1-14,13.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2008,30947,8.1-10,9.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2008,42033,8.1-10,9.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2008,49643,12.1-14,13.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2008,25600,10.1-12,11.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2008,117007,12.1-14,13.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2008,41955,4.1-6,5.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2008,197762,6.1-8,7.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2008,24384,16.1-18,17.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2008,73775,10.1-12,11.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2008,17356,6.1-8,7.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2008,23330,12.1-14,13.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2008,20670,8.1-10,9.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2008,33331,6.1-8,7.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2008,70250,14.1-16,15.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2008,32977,12.1-14,13.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2008,261974,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2008,68107,10.1-12,11.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2008,38628,6.1-8,7.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2008,140710,6.1-8,7.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2008,49420,18.1-20,19.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2008,83472,16.1-18,17.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2008,37244,8.1-10,9.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2008,41705,10.1-12,11.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2008,33155,8.1-10,9.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2008,21467,10.1-12,11.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2008,32586,8.1-10,9.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2008,28480,10.1-12,11.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2008,136933,8.1-10,9.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2008,38497,8.1-10,9.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2008,77091,6.1-8,7.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2008,37181,2.1-4,3.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2008,111267,8.1-10,9.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2008,495479,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2008,46233,10.1-12,11.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2008,131537,18.1-20,19.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2008,889504,12.1-14,13.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2008,47012,6.1-8,7.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2008,10304,6.1-8,7.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2008,37281,6.1-8,7.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2008,134401,10.1-12,11.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2008,38204,10.1-12,11.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2008,68964,10.1-12,11.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2008,14348,8.1-10,9.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2008,47561,6.1-8,7.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2008,6069,10.1-12,11.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2008,19837,6.1-8,7.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2008,21763,8.1-10,9.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2008,17488,8.1-10,9.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2008,19340,6.1-8,7.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2008,13047,6.1-8,7.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2008,162538,10.1-12,11.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2008,26080,6.1-8,7.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2008,13646,10.1-12,11.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2008,38325,6.1-8,7.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2008,26300,8.1-10,9.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2008,28605,10.1-12,11.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2008,17543,8.1-10,9.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2008,24089,20.1-22,21.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2008,44345,10.1-12,11.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2008,20978,6.1-8,7.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2008,267282,8.1-10,9.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2008,23379,22.1-24,23.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2008,34055,4.1-6,5.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2008,21550,14.1-16,15.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2008,10387,10.1-12,11.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2008,169039,8.1-10,9.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2008,16137,12.1-14,13.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2008,7428,12.1-14,13.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2008,178053,14.1-16,15.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2008,16387,10.1-12,11.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2008,106972,10.1-12,11.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2008,33238,12.1-14,13.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2008,8602,6.1-8,7.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2008,58435,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2008,28298,10.1-12,11.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2008,69093,14.1-16,15.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2008,27751,8.1-10,9.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2008,24871,8.1-10,9.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2008,33047,6.1-8,7.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2007,33962,6.1-8,7.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2007,349534,6.1-8,7.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2007,75265,8.1-10,9.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2007,8805,10.1-12,11.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2007,13078,12.1-14,13.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2007,53778,6.1-8,7.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2007,15274,10.1-12,11.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2007,20118,6.1-8,7.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2007,39033,4.1-6,5.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2007,105672,12.1-14,13.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2007,26983,8.1-10,9.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2007,33188,8.1-10,9.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2007,10933,10.1-12,11.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2007,30702,6.1-8,7.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2007,41876,8.1-10,9.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2007,49348,10.1-12,11.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2007,25486,10.1-12,11.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2007,117229,12.1-14,13.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2007,41728,4.1-6,5.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2007,196304,6.1-8,7.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2007,24413,14.1-16,15.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2007,72876,8.1-10,9.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2007,17396,6.1-8,7.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2007,23276,10.1-12,11.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2007,20571,6.1-8,7.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2007,33290,6.1-8,7.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2007,70012,12.1-14,13.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2007,33020,10.1-12,11.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2007,253725,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2007,67115,8.1-10,9.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2007,38142,6.1-8,7.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2007,137267,6.1-8,7.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2007,48030,18.1-20,19.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2007,83743,16.1-18,17.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2007,37447,8.1-10,9.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2007,41693,8.1-10,9.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2007,32894,6.1-8,7.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2007,21580,10.1-12,11.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2007,32140,8.1-10,9.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2007,28502,10.1-12,11.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2007,133933,8.1-10,9.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2007,38325,8.1-10,9.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2007,76832,6.1-8,7.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2007,36931,2.1-4,3.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2007,110846,8.1-10,9.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2007,493403,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2007,46300,8.1-10,9.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2007,131203,16.1-18,17.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2007,883591,10.1-12,11.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2007,46871,6.1-8,7.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2007,10334,4.1-6,5.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2007,37580,6.1-8,7.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2007,132514,10.1-12,11.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2007,38172,10.1-12,11.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2007,68354,10.1-12,11.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2007,14374,6.1-8,7.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2007,47419,6.1-8,7.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2007,5992,8.1-10,9.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2007,19868,6.1-8,7.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2007,21838,8.1-10,9.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2007,17449,6.1-8,7.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2007,19379,6.1-8,7.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2007,13047,4.1-6,5.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2007,160835,8.1-10,9.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2007,26229,6.1-8,7.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2007,13724,10.1-12,11.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2007,38189,6.1-8,7.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2007,26223,8.1-10,9.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2007,28361,8.1-10,9.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2007,17756,6.1-8,7.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2007,24137,20.1-22,21.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2007,44086,8.1-10,9.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2007,21032,6.1-8,7.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2007,266045,6.1-8,7.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2007,23260,22.1-24,23.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2007,34004,4.1-6,5.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2007,21558,14.1-16,15.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2007,10271,10.1-12,11.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2007,166226,8.1-10,9.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2007,16257,10.1-12,11.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2007,7467,10.1-12,11.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2007,177789,14.1-16,15.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2007,16561,8.1-10,9.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2007,106885,10.1-12,11.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2007,33361,12.1-14,13.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2007,8554,6.1-8,7.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2007,57754,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2007,28236,8.1-10,9.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2007,69365,12.1-14,13.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2007,27836,6.1-8,7.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2007,24762,8.1-10,9.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2007,32853,6.1-8,7.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2006,33887,4.1-6,5.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2006,346314,6.1-8,7.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2006,74508,8.1-10,9.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2006,8871,8.1-10,9.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2006,13161,12.1-14,13.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2006,52750,6.1-8,7.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2006,15329,8.1-10,9.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2006,20179,6.1-8,7.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2006,39255,4.1-6,5.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2006,104148,10.1-12,11.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2006,27096,8.1-10,9.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2006,33298,6.1-8,7.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2006,11008,8.1-10,9.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2006,30469,6.1-8,7.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2006,41594,6.1-8,7.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2006,48879,10.1-12,11.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2006,25469,8.1-10,9.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2006,117326,12.1-14,13.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2006,41589,4.1-6,5.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2006,195047,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2006,24508,14.1-16,15.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2006,72358,8.1-10,9.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2006,17459,6.1-8,7.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2006,23122,10.1-12,11.05,2023,22929,11530,0.5028566444240917
