county_fips,year,county,rate_range,cdc_population,county_name_acs,total_pop_acs,female_pop_acs,female_share
18111,2004,"Newton County, IN",4.1-6,14386,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2004,"Noble County, IN",4.1-6,46996,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2004,"Ohio County, IN",6.1-8,5868,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2004,"Orange County, IN",4.1-6,19624,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2004,"Owen County, IN",6.1-8,22190,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2004,"Parke County, IN",6.1-8,17460,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2004,"Perry County, IN",4.1-6,19148,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2004,"Pike County, IN",4.1-6,13047,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2004,"Porter County, IN",8.1-10,153664,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2004,"Posey County, IN",4.1-6,26664,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2004,"Pulaski County, IN",8.1-10,13667,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2004,"Putnam County, IN",4.1-6,37516,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2004,"Randolph County, IN",6.1-8,26582,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2004,"Ripley County, IN",6.1-8,27849,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2004,"Rush County, IN",4.1-6,17869,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2004,"Scott County, IN",16.1-18,23626,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2004,"Shelby County, IN",8.1-10,43488,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2004,"Spencer County, IN",4.1-6,20605,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2004,"St. Joseph County, IN",6.1-8,264541,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2004,"Starke County, IN",18.1-20,23310,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2004,"Steuben County, IN",4.1-6,33718,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2004,"Sullivan County, IN",10.1-12,21809,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2004,"Switzerland County, IN",6.1-8,9863,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2004,"Tippecanoe County, IN",6.1-8,155832,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2004,"Tipton County, IN",8.1-10,16510,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2004,"Union County, IN",6.1-8,7291,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2004,"Vanderburgh County, IN",12.1-14,175113,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2004,"Vermillion County, IN",6.1-8,16515,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2004,"Vigo County, IN",8.1-10,104662,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2004,"Wabash County, IN",8.1-10,34131,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2004,"Warren County, IN",4.1-6,8609,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2004,"Warrick County, IN",4.1-6,55171,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2004,"Washington County, IN",6.1-8,27854,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2004,"Wayne County, IN",10.1-12,70070,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2004,"Wells County, IN",6.1-8,27826,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2004,"White County, IN",6.1-8,24976,"White County, Indiana",24709,12249,0.49573030070014973
18183,2004,"Whitley County, IN",4.1-6,31841,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2003,"Adams County, IN",4.1-6,33746,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2003,"Allen County, IN",4.1-6,339569,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2003,"Bartholomew County, IN",6.1-8,72299,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2003,"Benton County, IN",6.1-8,9148,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2003,"Blackford County, IN",8.1-10,13642,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2003,"Boone County, IN",4.1-6,49047,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2003,"Brown County, IN",6.1-8,15375,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2003,"Carroll County, IN",4.1-6,20433,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2003,"Cass County, IN",2.1-4,40218,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2003,"Clark County, IN",8.1-10,99349,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2003,"Clay County, IN",6.1-8,26788,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2003,"Clinton County, IN",4.1-6,33383,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2003,"Crawford County, IN",6.1-8,11007,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2003,"Daviess County, IN",4.1-6,30108,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2003,"De Kalb County, IN",4.1-6,41047,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2003,"Dearborn County, IN",8.1-10,47631,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2003,"Decatur County, IN",6.1-8,24946,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2003,"Delaware County, IN",10.1-12,119935,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2003,"Dubois County, IN",2.1-4,40547,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2003,"Elkhart County, IN",4.1-6,187149,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2003,"Fayette County, IN",10.1-12,24953,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2003,"Floyd County, IN",6.1-8,71219,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2003,"Fountain County, IN",4.1-6,17738,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2003,"Franklin County, IN",8.1-10,22700,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2003,"Fulton County, IN",4.1-6,20379,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2003,"Gibson County, IN",4.1-6,32934,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2003,"Grant County, IN",10.1-12,72113,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2003,"Greene County, IN",8.1-10,33287,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2003,"Hamilton County, IN",4.1-6,215152,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2003,"Hancock County, IN",6.1-8,59606,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2003,"Harrison County, IN",4.1-6,35934,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2003,"Hendricks County, IN",4.1-6,119340,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2003,"Henry County, IN",14.1-16,48145,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2003,"Howard County, IN",12.1-14,84538,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2003,"Huntington County, IN",6.1-8,37875,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2003,"Jackson County, IN",6.1-8,41403,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2003,"Jasper County, IN",4.1-6,31133,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2003,"Jay County, IN",6.1-8,21681,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2003,"Jefferson County, IN",6.1-8,31779,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2003,"Jennings County, IN",8.1-10,28012,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2003,"Johnson County, IN",6.1-8,122202,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2003,"Knox County, IN",6.1-8,38580,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2003,"Kosciusko County, IN",4.1-6,75176,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2003,"La Porte County, IN",6.1-8,109027,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2003,"Lagrange County, IN",0-2,35711,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2003,"Lake County, IN",2.1-4,485596,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2003,"Lawrence County, IN",6.1-8,46178,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2003,"Madison County, IN",14.1-16,131740,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2003,"Marion County, IN",8.1-10,868576,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2003,"Marshall County, IN",4.1-6,45923,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2003,"Martin County, IN",2.1-4,10309,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2003,"Miami County, IN",4.1-6,37251,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2003,"Monroe County, IN",6.1-8,124514,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2003,"Montgomery County, IN",8.1-10,37634,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2003,"Morgan County, IN",8.1-10,67729,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2003,"Newton County, IN",4.1-6,14446,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2003,"Noble County, IN",4.1-6,46917,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2003,"Ohio County, IN",4.1-6,5779,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2003,"Orange County, IN",4.1-6,19622,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2003,"Owen County, IN",6.1-8,22321,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2003,"Parke County, IN",4.1-6,17515,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2003,"Perry County, IN",4.1-6,18963,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2003,"Pike County, IN",2.1-4,12970,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2003,"Porter County, IN",6.1-8,151731,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2003,"Posey County, IN",4.1-6,26736,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2003,"Pulaski County, IN",6.1-8,13634,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2003,"Putnam County, IN",4.1-6,37145,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2003,"Randolph County, IN",6.1-8,26763,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2003,"Ripley County, IN",6.1-8,27615,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2003,"Rush County, IN",4.1-6,18090,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2003,"Scott County, IN",14.1-16,23638,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2003,"Shelby County, IN",6.1-8,43385,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2003,"Spencer County, IN",4.1-6,20529,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2003,"St. Joseph County, IN",6.1-8,264762,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2003,"Starke County, IN",16.1-18,23336,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2003,"Steuben County, IN",2.1-4,33789,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2003,"Sullivan County, IN",10.1-12,21801,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2003,"Switzerland County, IN",6.1-8,9722,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2003,"Tippecanoe County, IN",6.1-8,154040,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2003,"Tipton County, IN",8.1-10,16511,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2003,"Union County, IN",6.1-8,7293,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2003,"Vanderburgh County, IN",10.1-12,174239,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2003,"Vermillion County, IN",6.1-8,16493,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2003,"Vigo County, IN",8.1-10,105356,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2003,"Wabash County, IN",8.1-10,34325,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2003,"Warren County, IN",2.1-4,8589,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2003,"Warrick County, IN",2.1-4,54439,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2003,"Washington County, IN",6.1-8,27736,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2003,"Wayne County, IN",10.1-12,70490,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2003,"Wells County, IN",4.1-6,27803,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2003,"White County, IN",6.1-8,25060,"White County, Indiana",24709,12249,0.49573030070014973
18183,2003,"Whitley County, IN",4.1-6,31621,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2002,"Adams County, IN",2.1-4,33523,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2002,"Allen County, IN",4.1-6,337124,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2002,"Bartholomew County, IN",6.1-8,71890,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2002,"Benton County, IN",6.1-8,9163,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2002,"Blackford County, IN",8.1-10,13696,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2002,"Boone County, IN",4.1-6,48071,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2002,"Brown County, IN",6.1-8,15339,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2002,"Carroll County, IN",4.1-6,20270,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2002,"Cass County, IN",2.1-4,40389,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2002,"Clark County, IN",8.1-10,97935,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2002,"Clay County, IN",4.1-6,26486,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2002,"Clinton County, IN",4.1-6,33610,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2002,"Crawford County, IN",6.1-8,10976,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2002,"Daviess County, IN",4.1-6,29860,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2002,"De Kalb County, IN",4.1-6,40732,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2002,"Dearborn County, IN",8.1-10,47052,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2002,"Decatur County, IN",6.1-8,24793,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2002,"Delaware County, IN",8.1-10,119949,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2002,"Dubois County, IN",2.1-4,40244,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2002,"Elkhart County, IN",4.1-6,184543,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2002,"Fayette County, IN",10.1-12,25094,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2002,"Floyd County, IN",6.1-8,71407,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2002,"Fountain County, IN",4.1-6,17825,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2002,"Franklin County, IN",6.1-8,22475,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2002,"Fulton County, IN",4.1-6,20464,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2002,"Gibson County, IN",4.1-6,32684,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2002,"Grant County, IN",10.1-12,72425,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2002,"Greene County, IN",8.1-10,33052,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2002,"Hamilton County, IN",2.1-4,204721,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2002,"Hancock County, IN",6.1-8,58223,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2002,"Harrison County, IN",4.1-6,35408,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2002,"Hendricks County, IN",4.1-6,115206,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2002,"Henry County, IN",12.1-14,48258,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2002,"Howard County, IN",10.1-12,84563,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2002,"Huntington County, IN",4.1-6,37992,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2002,"Jackson County, IN",6.1-8,41335,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2002,"Jasper County, IN",4.1-6,30664,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2002,"Jay County, IN",6.1-8,21713,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2002,"Jefferson County, IN",6.1-8,31871,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2002,"Jennings County, IN",6.1-8,28131,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2002,"Johnson County, IN",6.1-8,120447,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2002,"Knox County, IN",6.1-8,38832,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2002,"Kosciusko County, IN",4.1-6,74861,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2002,"La Porte County, IN",6.1-8,109555,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2002,"Lagrange County, IN",0-2,35453,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2002,"Lake County, IN",2.1-4,484520,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2002,"Lawrence County, IN",6.1-8,46039,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2002,"Madison County, IN",12.1-14,132433,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2002,"Marion County, IN",8.1-10,866210,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2002,"Marshall County, IN",4.1-6,45518,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2002,"Martin County, IN",2.1-4,10341,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2002,"Miami County, IN",4.1-6,37019,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2002,"Monroe County, IN",6.1-8,122628,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2002,"Montgomery County, IN",6.1-8,37782,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2002,"Morgan County, IN",6.1-8,67266,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2002,"Newton County, IN",4.1-6,14343,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2002,"Noble County, IN",4.1-6,46884,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2002,"Ohio County, IN",4.1-6,5735,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2002,"Orange County, IN",4.1-6,19439,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2002,"Owen County, IN",4.1-6,22079,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2002,"Parke County, IN",4.1-6,17274,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2002,"Perry County, IN",2.1-4,18903,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2002,"Pike County, IN",2.1-4,12984,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2002,"Porter County, IN",6.1-8,149992,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2002,"Posey County, IN",4.1-6,26908,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2002,"Pulaski County, IN",6.1-8,13606,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2002,"Putnam County, IN",4.1-6,36525,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2002,"Randolph County, IN",4.1-6,26989,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2002,"Ripley County, IN",6.1-8,27421,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2002,"Rush County, IN",4.1-6,18034,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2002,"Scott County, IN",14.1-16,23370,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2002,"Shelby County, IN",6.1-8,43577,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2002,"Spencer County, IN",4.1-6,20422,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2002,"St. Joseph County, IN",4.1-6,265090,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2002,"Starke County, IN",14.1-16,23361,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2002,"Steuben County, IN",2.1-4,33496,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2002,"Sullivan County, IN",10.1-12,21792,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2002,"Switzerland County, IN",4.1-6,9711,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2002,"Tippecanoe County, IN",6.1-8,152348,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2002,"Tipton County, IN",6.1-8,16529,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2002,"Union County, IN",4.1-6,7366,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2002,"Vanderburgh County, IN",10.1-12,173067,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2002,"Vermillion County, IN",4.1-6,16556,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2002,"Vigo County, IN",6.1-8,105221,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2002,"Wabash County, IN",8.1-10,34488,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2002,"Warren County, IN",2.1-4,8598,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2002,"Warrick County, IN",2.1-4,53317,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2002,"Washington County, IN",6.1-8,27674,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2002,"Wayne County, IN",10.1-12,70545,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2002,"Wells County, IN",4.1-6,27745,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2002,"White County, IN",6.1-8,25240,"White County, Indiana",24709,12249,0.49573030070014973
18183,2002,"Whitley County, IN",2.1-4,31278,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2001,"Adams County, IN",2.1-4,33556,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2001,"Allen County, IN",4.1-6,334956,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2001,"Bartholomew County, IN",6.1-8,72110,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2001,"Benton County, IN",4.1-6,9313,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2001,"Blackford County, IN",6.1-8,13735,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2001,"Boone County, IN",4.1-6,47035,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2001,"Brown County, IN",6.1-8,15200,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2001,"Carroll County, IN",2.1-4,20298,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2001,"Cass County, IN",2.1-4,40859,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2001,"Clark County, IN",8.1-10,97228,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2001,"Clay County, IN",4.1-6,26605,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2001,"Clinton County, IN",4.1-6,33809,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2001,"Crawford County, IN",4.1-6,10922,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2001,"Daviess County, IN",4.1-6,29755,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2001,"De Kalb County, IN",4.1-6,40576,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2001,"Dearborn County, IN",6.1-8,46726,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2001,"Decatur County, IN",6.1-8,24585,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2001,"Delaware County, IN",8.1-10,120281,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2001,"Dubois County, IN",2.1-4,40142,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2001,"Elkhart County, IN",4.1-6,184708,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2001,"Fayette County, IN",10.1-12,25263,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2001,"Floyd County, IN",6.1-8,71441,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2001,"Fountain County, IN",2.1-4,17752,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2001,"Franklin County, IN",6.1-8,22315,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2001,"Fulton County, IN",4.1-6,20509,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2001,"Gibson County, IN",4.1-6,32647,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2001,"Grant County, IN",8.1-10,72905,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2001,"Greene County, IN",6.1-8,33195,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2001,"Hamilton County, IN",2.1-4,194664,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2001,"Hancock County, IN",6.1-8,56729,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2001,"Harrison County, IN",4.1-6,34863,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2001,"Hendricks County, IN",4.1-6,110144,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2001,"Henry County, IN",12.1-14,48397,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2001,"Howard County, IN",10.1-12,84909,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2001,"Huntington County, IN",4.1-6,37877,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2001,"Jackson County, IN",4.1-6,41343,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2001,"Jasper County, IN",4.1-6,30417,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2001,"Jay County, IN",6.1-8,21726,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2001,"Jefferson County, IN",4.1-6,31887,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2001,"Jennings County, IN",6.1-8,27932,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2001,"Johnson County, IN",4.1-6,117843,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2001,"Knox County, IN",4.1-6,38840,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2001,"Kosciusko County, IN",4.1-6,74756,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2001,"La Porte County, IN",4.1-6,110077,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2001,"Lagrange County, IN",0-2,35299,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2001,"Lake County, IN",2.1-4,484454,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2001,"Lawrence County, IN",6.1-8,45965,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2001,"Madison County, IN",12.1-14,132920,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2001,"Marion County, IN",6.1-8,865662,"Marion County, Indiana",971822,501089,0.5156180864396978
