county_fips,year,county,rate_range,cdc_population,county_name_acs,total_pop_acs,female_pop_acs,female_share
18135,2010,"Randolph County, IN",10.1-12,26180,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2010,"Ripley County, IN",10.1-12,28835,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2010,"Rush County, IN",10.1-12,17367,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2010,"Scott County, IN",24.1-26,24173,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2010,"Shelby County, IN",12.1-14,44319,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2010,"Spencer County, IN",8.1-10,20880,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2010,"St. Joseph County, IN",8.1-10,266797,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2010,"Starke County, IN",26.1-28,23357,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2010,"Steuben County, IN",6.1-8,34137,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2010,"Sullivan County, IN",16.1-18,21411,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2010,"Switzerland County, IN",14.1-16,10625,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2010,"Tippecanoe County, IN",10.1-12,173048,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2010,"Tipton County, IN",14.1-16,15879,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2010,"Union County, IN",14.1-16,7532,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2010,"Vanderburgh County, IN",16.1-18,179856,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2010,"Vermillion County, IN",10.1-12,16140,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2010,"Vigo County, IN",12.1-14,107896,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2010,"Wabash County, IN",14.1-16,32854,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2010,"Warren County, IN",8.1-10,8501,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2010,"Warrick County, IN",4.1-6,59850,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2010,"Washington County, IN",10.1-12,28284,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2010,"Wayne County, IN",16.1-18,68900,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2010,"Wells County, IN",8.1-10,27674,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2010,"White County, IN",10.1-12,24684,"White County, Indiana",24709,12249,0.49573030070014973
18183,2010,"Whitley County, IN",6.1-8,33348,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2009,"Adams County, IN",6.1-8,34351,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2009,"Allen County, IN",8.1-10,353693,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2009,"Bartholomew County, IN",10.1-12,76566,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2009,"Benton County, IN",12.1-14,8735,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2009,"Blackford County, IN",16.1-18,12844,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2009,"Boone County, IN",6.1-8,55915,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2009,"Brown County, IN",12.1-14,15261,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2009,"Carroll County, IN",8.1-10,20103,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2009,"Cass County, IN",4.1-6,38968,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2009,"Clark County, IN",12.1-14,109067,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2009,"Clay County, IN",8.1-10,26901,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2009,"Clinton County, IN",10.1-12,33280,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2009,"Crawford County, IN",12.1-14,10664,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2009,"Daviess County, IN",8.1-10,31389,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2009,"De Kalb County, IN",8.1-10,42053,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2009,"Dearborn County, IN",12.1-14,49931,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2009,"Decatur County, IN",10.1-12,25595,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2009,"Delaware County, IN",14.1-16,117490,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2009,"Dubois County, IN",6.1-8,41897,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2009,"Elkhart County, IN",6.1-8,197514,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2009,"Fayette County, IN",16.1-18,24247,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2009,"Floyd County, IN",10.1-12,74284,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2009,"Fountain County, IN",8.1-10,17183,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2009,"Franklin County, IN",12.1-14,23195,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2009,"Fulton County, IN",8.1-10,20772,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2009,"Gibson County, IN",6.1-8,33345,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2009,"Grant County, IN",14.1-16,70195,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2009,"Greene County, IN",12.1-14,32995,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2009,"Hamilton County, IN",4.1-6,269394,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2009,"Hancock County, IN",10.1-12,69183,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2009,"Harrison County, IN",6.1-8,39148,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2009,"Hendricks County, IN",6.1-8,143944,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2009,"Henry County, IN",20.1-22,49305,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2009,"Howard County, IN",18.1-20,82701,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2009,"Huntington County, IN",8.1-10,37205,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2009,"Jackson County, IN",10.1-12,41798,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2009,"Jasper County, IN",8.1-10,33278,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2009,"Jay County, IN",10.1-12,21399,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2009,"Jefferson County, IN",8.1-10,32558,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2009,"Jennings County, IN",12.1-14,28546,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2009,"Johnson County, IN",8.1-10,138584,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2009,"Knox County, IN",10.1-12,38499,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2009,"Kosciusko County, IN",6.1-8,77263,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2009,"La Porte County, IN",8.1-10,111465,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2009,"Lagrange County, IN",2.1-4,37119,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2009,"Lake County, IN",4.1-6,495789,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2009,"Lawrence County, IN",10.1-12,46138,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2009,"Madison County, IN",20.1-22,131599,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2009,"Marion County, IN",12.1-14,898394,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2009,"Marshall County, IN",6.1-8,47126,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2009,"Martin County, IN",6.1-8,10300,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2009,"Miami County, IN",6.1-8,37127,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2009,"Monroe County, IN",10.1-12,136198,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2009,"Montgomery County, IN",12.1-14,38180,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2009,"Morgan County, IN",12.1-14,68583,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2009,"Newton County, IN",8.1-10,14207,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2009,"Noble County, IN",6.1-8,47574,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2009,"Ohio County, IN",12.1-14,6134,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2009,"Orange County, IN",8.1-10,19931,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2009,"Owen County, IN",10.1-12,21642,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2009,"Parke County, IN",8.1-10,17326,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2009,"Perry County, IN",8.1-10,19331,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2009,"Pike County, IN",6.1-8,12836,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2009,"Porter County, IN",10.1-12,163572,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2009,"Posey County, IN",6.1-8,25941,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2009,"Pulaski County, IN",12.1-14,13548,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2009,"Putnam County, IN",6.1-8,38052,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2009,"Randolph County, IN",8.1-10,26240,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2009,"Ripley County, IN",10.1-12,28716,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2009,"Rush County, IN",8.1-10,17461,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2009,"Scott County, IN",22.1-24,24165,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2009,"Shelby County, IN",10.1-12,44551,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2009,"Spencer County, IN",6.1-8,20992,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2009,"St. Joseph County, IN",8.1-10,266827,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2009,"Starke County, IN",24.1-26,23343,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2009,"Steuben County, IN",4.1-6,34194,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2009,"Sullivan County, IN",16.1-18,21483,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2009,"Switzerland County, IN",12.1-14,10541,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2009,"Tippecanoe County, IN",10.1-12,171937,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2009,"Tipton County, IN",12.1-14,16046,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2009,"Union County, IN",14.1-16,7466,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2009,"Vanderburgh County, IN",16.1-18,178995,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2009,"Vermillion County, IN",10.1-12,16377,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2009,"Vigo County, IN",10.1-12,107429,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2009,"Wabash County, IN",12.1-14,33036,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2009,"Warren County, IN",6.1-8,8533,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2009,"Warrick County, IN",4.1-6,59197,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2009,"Washington County, IN",10.1-12,28144,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2009,"Wayne County, IN",14.1-16,68984,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2009,"Wells County, IN",8.1-10,27620,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2009,"White County, IN",8.1-10,24573,"White County, Indiana",24709,12249,0.49573030070014973
18183,2009,"Whitley County, IN",6.1-8,33125,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2008,"Adams County, IN",6.1-8,34214,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2008,"Allen County, IN",6.1-8,351264,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2008,"Bartholomew County, IN",10.1-12,76080,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2008,"Benton County, IN",10.1-12,8801,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2008,"Blackford County, IN",14.1-16,12971,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2008,"Boone County, IN",6.1-8,54648,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2008,"Brown County, IN",10.1-12,15274,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2008,"Carroll County, IN",6.1-8,20114,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2008,"Cass County, IN",4.1-6,39070,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2008,"Clark County, IN",12.1-14,107406,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2008,"Clay County, IN",8.1-10,27058,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2008,"Clinton County, IN",8.1-10,33352,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2008,"Crawford County, IN",12.1-14,10792,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2008,"Daviess County, IN",8.1-10,30947,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2008,"De Kalb County, IN",8.1-10,42033,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2008,"Dearborn County, IN",12.1-14,49643,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2008,"Decatur County, IN",10.1-12,25600,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2008,"Delaware County, IN",12.1-14,117007,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2008,"Dubois County, IN",4.1-6,41955,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2008,"Elkhart County, IN",6.1-8,197762,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2008,"Fayette County, IN",16.1-18,24384,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2008,"Floyd County, IN",10.1-12,73775,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2008,"Fountain County, IN",6.1-8,17356,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2008,"Franklin County, IN",12.1-14,23330,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2008,"Fulton County, IN",8.1-10,20670,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2008,"Gibson County, IN",6.1-8,33331,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2008,"Grant County, IN",14.1-16,70250,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2008,"Greene County, IN",12.1-14,32977,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2008,"Hamilton County, IN",4.1-6,261974,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2008,"Hancock County, IN",10.1-12,68107,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2008,"Harrison County, IN",6.1-8,38628,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2008,"Hendricks County, IN",6.1-8,140710,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2008,"Henry County, IN",18.1-20,49420,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2008,"Howard County, IN",16.1-18,83472,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2008,"Huntington County, IN",8.1-10,37244,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2008,"Jackson County, IN",10.1-12,41705,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2008,"Jasper County, IN",8.1-10,33155,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2008,"Jay County, IN",10.1-12,21467,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2008,"Jefferson County, IN",8.1-10,32586,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2008,"Jennings County, IN",10.1-12,28480,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2008,"Johnson County, IN",8.1-10,136933,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2008,"Knox County, IN",8.1-10,38497,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2008,"Kosciusko County, IN",6.1-8,77091,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2008,"La Porte County, IN",8.1-10,111267,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2008,"Lagrange County, IN",2.1-4,37181,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2008,"Lake County, IN",4.1-6,495479,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2008,"Lawrence County, IN",10.1-12,46233,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2008,"Madison County, IN",18.1-20,131537,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2008,"Marion County, IN",12.1-14,889504,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2008,"Marshall County, IN",6.1-8,47012,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2008,"Martin County, IN",6.1-8,10304,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2008,"Miami County, IN",6.1-8,37281,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2008,"Monroe County, IN",10.1-12,134401,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2008,"Montgomery County, IN",10.1-12,38204,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2008,"Morgan County, IN",10.1-12,68964,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2008,"Newton County, IN",8.1-10,14348,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2008,"Noble County, IN",6.1-8,47561,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2008,"Ohio County, IN",10.1-12,6069,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2008,"Orange County, IN",6.1-8,19837,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2008,"Owen County, IN",8.1-10,21763,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2008,"Parke County, IN",8.1-10,17488,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2008,"Perry County, IN",6.1-8,19340,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2008,"Pike County, IN",6.1-8,13047,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2008,"Porter County, IN",10.1-12,162538,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2008,"Posey County, IN",6.1-8,26080,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2008,"Pulaski County, IN",10.1-12,13646,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2008,"Putnam County, IN",6.1-8,38325,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2008,"Randolph County, IN",8.1-10,26300,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2008,"Ripley County, IN",10.1-12,28605,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2008,"Rush County, IN",8.1-10,17543,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2008,"Scott County, IN",20.1-22,24089,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2008,"Shelby County, IN",10.1-12,44345,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2008,"Spencer County, IN",6.1-8,20978,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2008,"St. Joseph County, IN",8.1-10,267282,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2008,"Starke County, IN",22.1-24,23379,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2008,"Steuben County, IN",4.1-6,34055,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2008,"Sullivan County, IN",14.1-16,21550,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2008,"Switzerland County, IN",10.1-12,10387,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2008,"Tippecanoe County, IN",8.1-10,169039,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2008,"Tipton County, IN",12.1-14,16137,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2008,"Union County, IN",12.1-14,7428,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2008,"Vanderburgh County, IN",14.1-16,178053,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2008,"Vermillion County, IN",10.1-12,16387,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2008,"Vigo County, IN",10.1-12,106972,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2008,"Wabash County, IN",12.1-14,33238,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2008,"Warren County, IN",6.1-8,8602,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2008,"Warrick County, IN",4.1-6,58435,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2008,"Washington County, IN",10.1-12,28298,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2008,"Wayne County, IN",14.1-16,69093,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2008,"Wells County, IN",8.1-10,27751,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2008,"White County, IN",8.1-10,24871,"White County, Indiana",24709,12249,0.49573030070014973
18183,2008,"Whitley County, IN",6.1-8,33047,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2007,"Adams County, IN",6.1-8,33962,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2007,"Allen County, IN",6.1-8,349534,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2007,"Bartholomew County, IN",8.1-10,75265,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2007,"Benton County, IN",10.1-12,8805,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2007,"Blackford County, IN",12.1-14,13078,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2007,"Boone County, IN",6.1-8,53778,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2007,"Brown County, IN",10.1-12,15274,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2007,"Carroll County, IN",6.1-8,20118,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2007,"Cass County, IN",4.1-6,39033,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2007,"Clark County, IN",12.1-14,105672,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2007,"Clay County, IN",8.1-10,26983,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2007,"Clinton County, IN",8.1-10,33188,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2007,"Crawford County, IN",10.1-12,10933,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2007,"Daviess County, IN",6.1-8,30702,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2007,"De Kalb County, IN",8.1-10,41876,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2007,"Dearborn County, IN",10.1-12,49348,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2007,"Decatur County, IN",10.1-12,25486,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2007,"Delaware County, IN",12.1-14,117229,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2007,"Dubois County, IN",4.1-6,41728,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2007,"Elkhart County, IN",6.1-8,196304,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2007,"Fayette County, IN",14.1-16,24413,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2007,"Floyd County, IN",8.1-10,72876,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2007,"Fountain County, IN",6.1-8,17396,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2007,"Franklin County, IN",10.1-12,23276,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2007,"Fulton County, IN",6.1-8,20571,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2007,"Gibson County, IN",6.1-8,33290,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2007,"Grant County, IN",12.1-14,70012,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2007,"Greene County, IN",10.1-12,33020,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2007,"Hamilton County, IN",4.1-6,253725,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2007,"Hancock County, IN",8.1-10,67115,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2007,"Harrison County, IN",6.1-8,38142,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2007,"Hendricks County, IN",6.1-8,137267,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2007,"Henry County, IN",18.1-20,48030,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2007,"Howard County, IN",16.1-18,83743,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2007,"Huntington County, IN",8.1-10,37447,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2007,"Jackson County, IN",8.1-10,41693,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2007,"Jasper County, IN",6.1-8,32894,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2007,"Jay County, IN",10.1-12,21580,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2007,"Jefferson County, IN",8.1-10,32140,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2007,"Jennings County, IN",10.1-12,28502,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2007,"Johnson County, IN",8.1-10,133933,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2007,"Knox County, IN",8.1-10,38325,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2007,"Kosciusko County, IN",6.1-8,76832,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2007,"La Porte County, IN",8.1-10,110846,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2007,"Lagrange County, IN",2.1-4,36931,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2007,"Lake County, IN",4.1-6,493403,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2007,"Lawrence County, IN",8.1-10,46300,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2007,"Madison County, IN",16.1-18,131203,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2007,"Marion County, IN",10.1-12,883591,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2007,"Marshall County, IN",6.1-8,46871,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2007,"Martin County, IN",4.1-6,10334,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2007,"Miami County, IN",6.1-8,37580,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2007,"Monroe County, IN",10.1-12,132514,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2007,"Montgomery County, IN",10.1-12,38172,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2007,"Morgan County, IN",10.1-12,68354,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2007,"Newton County, IN",6.1-8,14374,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2007,"Noble County, IN",6.1-8,47419,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2007,"Ohio County, IN",8.1-10,5992,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2007,"Orange County, IN",6.1-8,19868,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2007,"Owen County, IN",8.1-10,21838,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2007,"Parke County, IN",6.1-8,17449,"Parke County, Indiana",16346,8485,0.5190872384681268
