HOSPITAL_ID,PAYOR1,PATS,TC,TD,PAYER_TYPE,SUBSTANCE_CATEGORY,AVG_CHARGE,AVG_LOS
1,1,6,994163,63,Government (Medicare),Other Substance Related; Alcohol Disorders; Drug Overdose,165693.83333333334,10.5
1,2,2,122785,15,Government (Medicaid),Opioid Disorders; Other Substance Related,61392.5,7.5
1,3,2,51818,3,Private (Commercial),Alcohol Disorders; Drug Overdose,25909.0,1.5
1,7,9,413019,48,,Alcohol Disorders; Stimulant Disorders; Other Substance Related; Drug Overdose,45891.0,5.333333333333333
1,8,10,414761,40,,Other Substance Related; Alcohol Disorders; Opioid Overdose; Drug Overdose,41476.1,4.0
1,11,2,43908,7,,Alcohol Disorders,21954.0,3.5
2,1,5,109937,11,Government (Medicare),Other Substance Related; Opioid Overdose; Drug Overdose,21987.4,2.2
2,2,6,121659,13,Government (Medicaid),Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,20276.5,2.1666666666666665
2,4,14,336463,34,Self-Pay,Alcohol Disorders; Opioid Disorders; Opioid Overdose; Drug Overdose,24033.071428571428,2.4285714285714284
2,7,4,95616,8,,Alcohol Disorders; Other Substance Related; Drug Overdose,23904.0,2.0
2,8,11,288518,29,,Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,26228.909090909092,2.6363636363636362
2,11,1,19633,1,,Alcohol Disorders,19633.0,1.0
3,1,29,696687,111,Government (Medicare),Alcohol Disorders; Opioid Disorders; Other Psychoactive Substances; Drug Overdose,24023.689655172413,3.8275862068965516
3,2,34,1320227,162,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,38830.205882352944,4.764705882352941
3,4,30,650026,131,Self-Pay,Alcohol Disorders; Opioid Disorders; Stimulant Disorders; Other Substance Related,21667.533333333333,4.366666666666666
3,5,139,2677836,540,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,19265.007194244605,3.884892086330935
3,6,34,521972,66,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,15352.117647058823,1.9411764705882353
3,7,33,437828,112,,Alcohol Disorders; Opioid Disorders; Drug Overdose,13267.515151515152,3.393939393939394
3,8,29,302655,85,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Other Psychoactive Substances,10436.379310344828,2.9310344827586206
3,11,24,220689,68,,Alcohol Disorders; Opioid Disorders; Other Psychoactive Substances,9195.375,2.8333333333333335
4,1,2,24451,5,Government (Medicare),Other Substance Related; Drug Overdose,12225.5,2.5
4,5,4,66550,7,,Alcohol Disorders; Drug Overdose,16637.5,1.75
4,7,1,11090,1,,Alcohol Disorders,11090.0,1.0
4,8,1,36817,2,,Alcohol Disorders,36817.0,2.0
4,11,1,30479,4,,Alcohol Disorders,30479.0,4.0
5,1,1,5020,2,Government (Medicare),Other Substance Related,5020.0,2.0
5,8,1,16118,2,,Alcohol Disorders,16118.0,2.0
7,1,4,136914,22,Government (Medicare),Alcohol Disorders; Drug Overdose,34228.5,5.5
7,2,4,44780,9,Government (Medicaid),Alcohol Disorders; Opioid Overdose,11195.0,2.25
7,3,1,16343,2,Private (Commercial),Stimulant Disorders,16343.0,2.0
7,7,11,350517,35,,Alcohol Disorders; Other Substance Related; Opioid Overdose,31865.18181818182,3.1818181818181817
7,8,14,358877,50,,Alcohol Disorders; Other Psychoactive Substances; Opioid Overdose,25634.071428571428,3.5714285714285716
7,11,4,80679,6,,Alcohol Disorders; Opioid Disorders; Other Substance Related,20169.75,1.5
8,7,1,29569,4,,Other Substance Related,29569.0,4.0
11,1,25,1819417,169,Government (Medicare),Alcohol Disorders; Cannabis Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,72776.68,6.76
11,2,10,834380,58,Government (Medicaid),Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,83438.0,5.8
11,3,16,658981,73,Private (Commercial),Alcohol Disorders; Opioid Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,41186.3125,4.5625
11,7,86,4087369,383,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Hallucinogen Disorders; Inhalant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,47527.54651162791,4.453488372093023
11,8,55,3434480,307,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,62445.09090909091,5.581818181818182
11,10,1,39661,5,,Alcohol Disorders,39661.0,5.0
11,11,19,741366,73,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,39019.26315789474,3.8421052631578947
12,1,1,23254,2,Government (Medicare),Drug Overdose,23254.0,2.0
12,2,7,233472,18,Government (Medicaid),Alcohol Disorders; Other Substance Related; Drug Overdose,33353.142857142855,2.5714285714285716
12,3,4,73733,7,Private (Commercial),Alcohol Disorders,18433.25,1.75
12,4,4,89859,7,Self-Pay,Alcohol Disorders; Other Substance Related,22464.75,1.75
12,7,2,69337,5,,Alcohol Disorders,34668.5,2.5
12,8,1,33707,1,,Alcohol Disorders,33707.0,1.0
12,11,1,24556,1,,Alcohol Disorders,24556.0,1.0
14,1,1,5969,1,Government (Medicare),Other Substance Related,5969.0,1.0
14,5,1,14720,2,,Alcohol Disorders,14720.0,2.0
15,1,1,3810,1,Government (Medicare),Drug Overdose,3810.0,1.0
15,2,3,46609,5,Government (Medicaid),Alcohol Disorders; Other Substance Related; Opioid Overdose,15536.333333333334,1.6666666666666667
15,5,11,203222,23,,Alcohol Disorders; Opioid Overdose; Drug Overdose,18474.727272727272,2.090909090909091
15,7,3,55897,4,,Alcohol Disorders; Other Substance Related,18632.333333333332,1.3333333333333333
15,8,1,14894,2,,Alcohol Disorders,14894.0,2.0
15,11,1,11956,1,,Opioid Overdose,11956.0,1.0
16,1,19,663278,68,Government (Medicare),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,34909.36842105263,3.5789473684210527
16,2,19,558877,61,Government (Medicaid),Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,29414.57894736842,3.210526315789474
16,3,17,302991,54,Private (Commercial),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,17823.0,3.176470588235294
16,4,67,1526128,240,Self-Pay,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,22778.02985074627,3.582089552238806
16,7,16,349959,41,,Alcohol Disorders; Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,21872.4375,2.5625
16,8,10,708666,65,,Other Substance Related; Alcohol Disorders; Other Psychoactive Substances; Opioid Overdose,70866.6,6.5
16,10,3,53253,6,,Alcohol Disorders; Stimulant Disorders,17751.0,2.0
16,11,17,305970,37,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Drug Overdose,17998.235294117647,2.176470588235294
18,1,4,171156,35,Government (Medicare),Alcohol Disorders; Drug Overdose,42789.0,8.75
18,2,1,23300,2,Government (Medicaid),Drug Overdose,23300.0,2.0
18,3,7,240106,25,Private (Commercial),Alcohol Disorders; Stimulant Disorders,34300.857142857145,3.5714285714285716
18,4,1,23850,1,Self-Pay,Alcohol Disorders,23850.0,1.0
18,7,1,26038,2,,Alcohol Disorders,26038.0,2.0
18,8,1,30027,3,,Drug Overdose,30027.0,3.0
18,11,1,53093,8,,Alcohol Disorders,53093.0,8.0
19,1,1,34669,6,Government (Medicare),Alcohol Disorders,34669.0,6.0
19,4,1,39128,5,Self-Pay,Other Substance Related,39128.0,5.0
19,5,1,13386,3,,Alcohol Disorders,13386.0,3.0
19,11,1,24824,2,,Other Substance Related,24824.0,2.0
20,1,2,33123,6,Government (Medicare),Other Substance Related; Drug Overdose,16561.5,3.0
20,2,1,31940,3,Government (Medicaid),Alcohol Disorders,31940.0,3.0
20,3,1,11742,2,Private (Commercial),Alcohol Disorders,11742.0,2.0
20,5,9,213099,25,,Alcohol Disorders; Stimulant Disorders; Other Substance Related; Drug Overdose,23677.666666666668,2.7777777777777777
20,7,3,84500,11,,Alcohol Disorders,28166.666666666668,3.6666666666666665
20,8,1,27733,1,,Other Substance Related,27733.0,1.0
20,11,1,38334,7,,Alcohol Disorders,38334.0,7.0
21,1,33,1536816,137,Government (Medicare),Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,46570.181818181816,4.151515151515151
21,2,39,2066166,230,Government (Medicaid),Alcohol Disorders; Sedative Disorders; Cocaine Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,52978.61538461538,5.897435897435898
21,3,158,4980846,747,Private (Commercial),Alcohol Disorders; Cannabis Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,31524.3417721519,4.727848101265823
21,4,15,479614,64,Self-Pay,Alcohol Disorders; Other Psychoactive Substances; Drug Overdose,31974.266666666666,4.266666666666667
21,6,1,17813,1,,Alcohol Disorders,17813.0,1.0
21,7,54,1243790,165,,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,23033.14814814815,3.0555555555555554
21,8,22,690336,82,,Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,31378.909090909092,3.727272727272727
21,10,3,93511,9,,Alcohol Disorders; Other Substance Related,31170.333333333332,3.0
21,11,5,89780,11,,Alcohol Disorders; Cocaine Disorders; Other Psychoactive Substances,17956.0,2.2
22,1,20,905976,87,Government (Medicare),Alcohol Disorders; Cannabis Disorders; Other Substance Related; Drug Overdose,45298.8,4.35
22,2,21,1256481,138,Government (Medicaid),Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,59832.42857142857,6.571428571428571
22,3,14,416178,45,Private (Commercial),Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,29727.0,3.2142857142857144
22,4,11,623499,55,Self-Pay,Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,56681.72727272727,5.0
22,5,9,294079,37,,Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,32675.444444444445,4.111111111111111
22,6,7,188044,19,,Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,26863.428571428572,2.7142857142857144
22,7,4,232711,29,,Alcohol Disorders; Other Substance Related; Drug Overdose,58177.75,7.25
22,8,10,470790,48,,Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,47079.0,4.8
22,10,1,21636,4,,Drug Overdose,21636.0,4.0
22,11,4,91973,9,,Alcohol Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,22993.25,2.25
23,1,23,845826,96,Government (Medicare),Other Substance Related; Alcohol Disorders; Sedative Disorders; Opioid Overdose; Drug Overdose,36775.04347826087,4.173913043478261
23,2,40,1449975,160,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,36249.375,4.0
23,3,7,172764,16,Private (Commercial),Alcohol Disorders; Opioid Overdose; Drug Overdose,24680.571428571428,2.2857142857142856
23,4,6,357332,42,Self-Pay,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Opioid Overdose; Drug Overdose,59555.333333333336,7.0
23,5,54,1572956,160,,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,29128.814814814814,2.962962962962963
23,6,4,68891,8,,Alcohol Disorders,17222.75,2.0
23,7,23,668277,62,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,29055.521739130436,2.6956521739130435
23,8,19,605367,58,,Alcohol Disorders; Opioid Overdose; Drug Overdose,31861.42105263158,3.0526315789473686
23,10,3,44051,4,,Alcohol Disorders; Drug Overdose,14683.666666666666,1.3333333333333333
23,11,10,285786,24,,Alcohol Disorders; Opioid Overdose; Drug Overdose,28578.6,2.4
24,1,1,5176,1,Government (Medicare),Drug Overdose,5176.0,1.0
24,5,1,66538,6,,Alcohol Disorders,66538.0,6.0
24,6,1,13727,2,,Alcohol Disorders,13727.0,2.0
25,1,26,1342700,121,Government (Medicare),Alcohol Disorders; Cannabis Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,51642.307692307695,4.653846153846154
25,2,31,1405945,138,Government (Medicaid),Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,45353.06451612903,4.451612903225806
25,3,59,2376937,222,Private (Commercial),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,40287.06779661017,3.76271186440678
25,4,10,555119,47,Self-Pay,Alcohol Disorders; Drug Overdose,55511.9,4.7
25,6,1,19294,1,,Alcohol Disorders,19294.0,1.0
25,7,31,1086556,91,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,35050.1935483871,2.935483870967742
25,8,24,1003804,83,,Alcohol Disorders; Sedative Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,41825.166666666664,3.4583333333333335
25,10,5,165583,13,,Alcohol Disorders; Opioid Overdose; Drug Overdose,33116.6,2.6
25,11,7,205554,19,,Alcohol Disorders; Drug Overdose,29364.85714285714,2.7142857142857144
27,1,58,1644539,260,Government (Medicare),Alcohol Disorders; Opioid Disorders; Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,28354.120689655174,4.482758620689655
27,2,55,1947681,270,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,35412.38181818182,4.909090909090909
27,3,20,454190,79,Private (Commercial),Alcohol Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,22709.5,3.95
27,4,38,871670,151,Self-Pay,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,22938.684210526317,3.973684210526316
27,5,192,4557324,723,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,23736.0625,3.765625
27,6,33,1555650,208,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,47140.90909090909,6.303030303030303
27,7,52,1285160,186,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,24714.615384615383,3.576923076923077
27,8,44,1033308,150,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,23484.272727272728,3.409090909090909
27,10,5,84727,16,,Alcohol Disorders; Cocaine Disorders; Opioid Overdose; Drug Overdose,16945.4,3.2
27,11,37,1046644,152,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,28287.675675675677,4.108108108108108
28,1,31,1172858,195,Government (Medicare),Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,37834.12903225807,6.290322580645161
28,2,33,1080350,122,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,32737.878787878788,3.696969696969697
28,4,12,268335,31,Self-Pay,Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,22361.25,2.5833333333333335
28,5,47,1452046,176,,Alcohol Disorders; Cannabis Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,30894.59574468085,3.74468085106383
28,6,46,793461,95,,Alcohol Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,17249.152173913044,2.0652173913043477
28,7,14,277432,50,,Alcohol Disorders; Cannabis Disorders; Other Substance Related; Drug Overdose,19816.571428571428,3.5714285714285716
28,8,29,956071,96,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,32967.96551724138,3.310344827586207
28,11,12,223680,27,,Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,18640.0,2.25
31,1,26,2087764,112,Government (Medicare),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,80298.61538461539,4.3076923076923075
31,2,58,4051566,278,Government (Medicaid),Alcohol Disorders; Cannabis Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,69854.58620689655,4.793103448275862
31,3,26,1636621,114,Private (Commercial),Alcohol Disorders; Opioid Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,62946.96153846154,4.384615384615385
31,4,105,5322120,426,Self-Pay,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,50686.857142857145,4.057142857142857
31,7,42,2583219,149,,Alcohol Disorders; Opioid Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,61505.21428571428,3.5476190476190474
31,8,31,2316232,124,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,74717.16129032258,4.0
31,10,2,76426,7,,Drug Overdose,38213.0,3.5
31,11,12,571704,23,,Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,47642.0,1.9166666666666667
32,1,50,1407097,214,Government (Medicare),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,28141.94,4.28
32,2,94,3397587,517,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Cocaine Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,36144.54255319149,5.5
32,3,31,766740,110,Private (Commercial),Alcohol Disorders; Cocaine Disorders; Opioid Overdose; Drug Overdose,24733.548387096773,3.5483870967741935
32,4,27,720230,92,Self-Pay,Alcohol Disorders; Opioid Overdose; Drug Overdose,26675.185185185186,3.4074074074074074
32,5,262,6485669,922,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,24754.461832061068,3.519083969465649
32,6,6,208173,30,,Alcohol Disorders; Drug Overdose,34695.5,5.0
32,7,35,839367,116,,Alcohol Disorders; Opioid Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,23981.914285714287,3.3142857142857145
32,8,81,1719520,235,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,21228.64197530864,2.9012345679012346
32,9,1,27240,5,,Alcohol Disorders,27240.0,5.0
32,10,10,277419,38,,Alcohol Disorders; Cannabis Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,27741.9,3.8
32,11,73,1763532,219,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,24157.972602739726,3.0
33,1,5,196192,13,Government (Medicare),Alcohol Disorders; Other Psychoactive Substances,39238.4,2.6
33,2,19,1168031,69,Government (Medicaid),Alcohol Disorders; Cocaine Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,61475.31578947369,3.6315789473684212
33,3,12,500666,34,Private (Commercial),Alcohol Disorders; Stimulant Disorders,41722.166666666664,2.8333333333333335
33,4,60,2232026,147,Self-Pay,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,37200.433333333334,2.45
33,7,12,463218,27,,Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,38601.5,2.25
33,8,13,423835,28,,Alcohol Disorders; Opioid Overdose; Drug Overdose,32602.69230769231,2.1538461538461537
33,10,2,100459,5,,Alcohol Disorders; Opioid Overdose,50229.5,2.5
33,11,4,94159,7,,Alcohol Disorders,23539.75,1.75
34,1,11,430572,46,Government (Medicare),Alcohol Disorders; Sedative Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,39142.90909090909,4.181818181818182
34,2,7,637459,70,Government (Medicaid),Alcohol Disorders; Sedative Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,91065.57142857143,10.0
34,3,2,34072,5,Private (Commercial),Alcohol Disorders,17036.0,2.5
34,5,10,343056,21,,Alcohol Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,34305.6,2.1
34,7,3,71741,12,,Alcohol Disorders; Drug Overdose,23913.666666666668,4.0
34,8,5,151049,8,,Alcohol Disorders; Drug Overdose,30209.8,1.6
34,10,1,42863,2,,Opioid Overdose,42863.0,2.0
34,11,2,45960,4,,Alcohol Disorders,22980.0,2.0
35,7,1,14216,1,,Alcohol Disorders,14216.0,1.0
35,8,1,31646,4,,Alcohol Disorders,31646.0,4.0
36,1,3,77506,11,Government (Medicare),Opioid Disorders; Sedative Disorders; Drug Overdose,25835.333333333332,3.6666666666666665
36,7,2,33943,7,,Alcohol Disorders,16971.5,3.5
37,1,14,418437,53,Government (Medicare),Alcohol Disorders; Sedative Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,29888.35714285714,3.7857142857142856
37,2,5,101677,16,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Stimulant Disorders,20335.4,3.2
37,3,9,142789,26,Private (Commercial),Alcohol Disorders; Cannabis Disorders,15865.444444444445,2.888888888888889
37,5,47,867859,142,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,18465.08510638298,3.021276595744681
37,6,2,18590,9,,Cannabis Disorders; Stimulant Disorders,9295.0,4.5
37,7,19,308869,52,,Alcohol Disorders; Cannabis Disorders,16256.263157894737,2.736842105263158
37,8,17,294167,46,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Drug Overdose,17303.941176470587,2.7058823529411766
37,11,7,117226,21,,Alcohol Disorders; Other Psychoactive Substances; Drug Overdose,16746.571428571428,3.0
38,1,5,365422,56,Government (Medicare),Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose,73084.4,11.2
38,2,28,1142371,144,Government (Medicaid),Alcohol Disorders; Cocaine Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,40798.96428571428,5.142857142857143
38,3,3,64234,11,Private (Commercial),Alcohol Disorders; Opioid Overdose,21411.333333333332,3.6666666666666665
38,4,15,363523,46,Self-Pay,Alcohol Disorders; Opioid Overdose; Drug Overdose,24234.866666666665,3.066666666666667
38,5,32,2069239,199,,Alcohol Disorders; Cannabis Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,64663.71875,6.21875
38,6,1,18045,4,,Drug Overdose,18045.0,4.0
38,7,5,143515,15,,Alcohol Disorders; Opioid Overdose; Drug Overdose,28703.0,3.0
38,8,23,592559,75,,Alcohol Disorders; Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,25763.434782608696,3.260869565217391
38,10,2,143141,16,,Alcohol Disorders; Opioid Overdose,71570.5,8.0
38,11,8,216379,21,,Alcohol Disorders; Opioid Overdose,27047.375,2.625
41,2,1,10795,3,Government (Medicaid),Alcohol Disorders,10795.0,3.0
41,4,1,12981,1,Self-Pay,Alcohol Disorders,12981.0,1.0
41,5,2,29503,4,,Alcohol Disorders,14751.5,2.0
41,7,1,24829,3,,Alcohol Disorders,24829.0,3.0
41,8,1,7306,3,,Alcohol Disorders,7306.0,3.0
42,1,2,49375,6,Government (Medicare),Opioid Overdose,24687.5,3.0
42,3,1,27407,2,Private (Commercial),Opioid Overdose,27407.0,2.0
42,4,1,34061,5,Self-Pay,Alcohol Disorders,34061.0,5.0
42,5,1,16534,2,,Other Psychoactive Substances,16534.0,2.0
42,11,1,12006,2,,Alcohol Disorders,12006.0,2.0
43,1,1,19151,2,Government (Medicare),Other Substance Related,19151.0,2.0
43,2,12,425624,48,Government (Medicaid),Alcohol Disorders; Stimulant Disorders; Other Substance Related; Drug Overdose,35468.666666666664,4.0
43,3,8,166655,27,Private (Commercial),Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,20831.875,3.375
43,4,3,93941,17,Self-Pay,Alcohol Disorders; Drug Overdose,31313.666666666668,5.666666666666667
43,5,29,726076,135,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,25037.103448275862,4.655172413793103
43,7,5,128664,17,,Alcohol Disorders,25732.8,3.4
43,8,10,350479,57,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,35047.9,5.7
43,11,2,49488,10,,Alcohol Disorders; Drug Overdose,24744.0,5.0
45,1,29,1176807,106,Government (Medicare),Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,40579.55172413793,3.6551724137931036
45,2,13,583854,57,Government (Medicaid),Alcohol Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,44911.846153846156,4.384615384615385
45,3,9,308720,23,Private (Commercial),Alcohol Disorders; Drug Overdose,34302.22222222222,2.5555555555555554
45,4,3,280902,37,Self-Pay,Alcohol Disorders; Drug Overdose,93634.0,12.333333333333334
45,5,24,1137205,107,,Alcohol Disorders; Cannabis Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,47383.541666666664,4.458333333333333
45,6,1,22380,2,,Alcohol Disorders,22380.0,2.0
45,7,7,251276,23,,Alcohol Disorders; Other Substance Related; Drug Overdose,35896.57142857143,3.2857142857142856
45,8,8,226897,28,,Alcohol Disorders; Drug Overdose,28362.125,3.5
45,11,7,162116,18,,Alcohol Disorders; Drug Overdose,23159.428571428572,2.5714285714285716
48,1,4,121557,16,Government (Medicare),Alcohol Disorders; Opioid Overdose,30389.25,4.0
48,2,13,307860,36,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,23681.53846153846,2.769230769230769
48,3,2,24469,4,Private (Commercial),Alcohol Disorders,12234.5,2.0
48,4,2,41814,4,Self-Pay,Alcohol Disorders; Other Substance Related,20907.0,2.0
48,5,22,530657,71,,Alcohol Disorders; Drug Overdose,24120.772727272728,3.227272727272727
48,7,8,188684,22,,Alcohol Disorders; Other Substance Related; Opioid Overdose,23585.5,2.75
48,8,6,193108,24,,Alcohol Disorders; Drug Overdose,32184.666666666668,4.0
48,10,1,29605,4,,Alcohol Disorders,29605.0,4.0
48,11,5,74781,8,,Alcohol Disorders; Drug Overdose,14956.2,1.6
