"fips","year","state","st","fips_state","county","population","estimated_age_adjusted_death_rate_11_categories_in_ranges"
"18181","2004","Indiana","IN","18","White County, IN","24976","6.1-8"
"18001","2001","Indiana","IN","18","Adams County, IN","33556","2.1-4"
"18059","1999","Indiana","IN","18","Hancock County, IN","54745","4.1-6"
"18117","2006","Indiana","IN","18","Orange County, IN","19666","6.1-8"
"18091","1999","Indiana","IN","18","La Porte County, IN","110028","4.1-6"
"18021","2007","Indiana","IN","18","Clay County, IN","26983","8.1-10"
"18031","2009","Indiana","IN","18","Decatur County, IN","25595","10.1-12"
"18061","2002","Indiana","IN","18","Harrison County, IN","35408","4.1-6"
"18113","1999","Indiana","IN","18","Noble County, IN","45733","2.1-4"
"18117","2000","Indiana","IN","18","Orange County, IN","19316","2.1-4"
"18135","2009","Indiana","IN","18","Randolph County, IN","26240","8.1-10"
"18129","2003","Indiana","IN","18","Posey County, IN","26736","4.1-6"
"18007","2006","Indiana","IN","18","Benton County, IN","8871","8.1-10"
"18153","2001","Indiana","IN","18","Sullivan County, IN","21771","8.1-10"
"18067","2006","Indiana","IN","18","Howard County, IN","83943","14.1-16"
"18091","2005","Indiana","IN","18","La Porte County, IN","109541","6.1-8"
"18161","2002","Indiana","IN","18","Union County, IN","7366","4.1-6"
"18129","2001","Indiana","IN","18","Posey County, IN","26933","4.1-6"
"18165","1999","Indiana","IN","18","Vermillion County, IN","16750","4.1-6"
"18027","2005","Indiana","IN","18","Daviess County, IN","30452","6.1-8"
"18013","2003","Indiana","IN","18","Brown County, IN","15375","6.1-8"
"18121","2000","Indiana","IN","18","Parke County, IN","17179","4.1-6"
"18139","2006","Indiana","IN","18","Rush County, IN","17723","6.1-8"
"18039","2007","Indiana","IN","18","Elkhart County, IN","196304","6.1-8"
"18021","2002","Indiana","IN","18","Clay County, IN","26486","4.1-6"
"18013","2002","Indiana","IN","18","Brown County, IN","15339","6.1-8"
"18033","1999","Indiana","IN","18","De Kalb County, IN","39915","4.1-6"
"18039","2005","Indiana","IN","18","Elkhart County, IN","192242","4.1-6"
"18025","1999","Indiana","IN","18","Crawford County, IN","10608","4.1-6"
"18025","2003","Indiana","IN","18","Crawford County, IN","11007","6.1-8"
"18011","2002","Indiana","IN","18","Boone County, IN","48071","4.1-6"
"18177","2007","Indiana","IN","18","Wayne County, IN","69365","12.1-14"
"18003","2000","Indiana","IN","18","Allen County, IN","332786","4.1-6"
"18007","2002","Indiana","IN","18","Benton County, IN","9163","6.1-8"
"18175","2003","Indiana","IN","18","Washington County, IN","27736","6.1-8"
"18097","2006","Indiana","IN","18","Marion County, IN","878515","10.1-12"
"18101","1999","Indiana","IN","18","Martin County, IN","10394","0-2"
"18139","1999","Indiana","IN","18","Rush County, IN","18352","2.1-4"
"18121","1999","Indiana","IN","18","Parke County, IN","17253","4.1-6"
"18087","2009","Indiana","IN","18","Lagrange County, IN","37119","2.1-4"
"18093","2006","Indiana","IN","18","Lawrence County, IN","46165","8.1-10"
"18071","2003","Indiana","IN","18","Jackson County, IN","41403","6.1-8"
"18039","2003","Indiana","IN","18","Elkhart County, IN","187149","4.1-6"
"18005","2004","Indiana","IN","18","Bartholomew County, IN","72882","8.1-10"
"18045","2004","Indiana","IN","18","Fountain County, IN","17578","4.1-6"
"18109","2000","Indiana","IN","18","Morgan County, IN","66838","6.1-8"
"18001","2006","Indiana","IN","18","Adams County, IN","33887","4.1-6"
"18003","2007","Indiana","IN","18","Allen County, IN","349534","6.1-8"
"18075","2008","Indiana","IN","18","Jay County, IN","21467","10.1-12"
"18007","2007","Indiana","IN","18","Benton County, IN","8805","10.1-12"
"18007","2000","Indiana","IN","18","Benton County, IN","9412","4.1-6"
"18087","2007","Indiana","IN","18","Lagrange County, IN","36931","2.1-4"
"18169","2006","Indiana","IN","18","Wabash County, IN","33665","10.1-12"
"18057","2007","Indiana","IN","18","Hamilton County, IN","253725","4.1-6"
"18107","2006","Indiana","IN","18","Montgomery County, IN","38040","10.1-12"
"18127","2000","Indiana","IN","18","Porter County, IN","147137","6.1-8"
"18159","2008","Indiana","IN","18","Tipton County, IN","16137","12.1-14"
"18097","2001","Indiana","IN","18","Marion County, IN","865662","6.1-8"
"18129","2008","Indiana","IN","18","Posey County, IN","26080","6.1-8"
"18063","2006","Indiana","IN","18","Hendricks County, IN","132350","4.1-6"
"18011","2001","Indiana","IN","18","Boone County, IN","47035","4.1-6"
"18177","2000","Indiana","IN","18","Wayne County, IN","71033","8.1-10"
"18105","2002","Indiana","IN","18","Monroe County, IN","122628","6.1-8"
"18049","2008","Indiana","IN","18","Fulton County, IN","20670","8.1-10"
"18103","2008","Indiana","IN","18","Miami County, IN","37281","6.1-8"
"18015","2005","Indiana","IN","18","Carroll County, IN","20274","4.1-6"
"18095","2003","Indiana","IN","18","Madison County, IN","131740","14.1-16"
"18005","2000","Indiana","IN","18","Bartholomew County, IN","71763","6.1-8"
"18151","2009","Indiana","IN","18","Steuben County, IN","34194","4.1-6"
"18183","2009","Indiana","IN","18","Whitley County, IN","33125","6.1-8"
"18019","2000","Indiana","IN","18","Clark County, IN","96714","6.1-8"
"18089","2007","Indiana","IN","18","Lake County, IN","493403","4.1-6"
"18157","2001","Indiana","IN","18","Tippecanoe County, IN","151095","6.1-8"
"18123","2005","Indiana","IN","18","Perry County, IN","19260","4.1-6"
"18051","2005","Indiana","IN","18","Gibson County, IN","33268","6.1-8"
"18173","2008","Indiana","IN","18","Warrick County, IN","58435","4.1-6"
"18125","2007","Indiana","IN","18","Pike County, IN","13047","4.1-6"
"18135","2004","Indiana","IN","18","Randolph County, IN","26582","6.1-8"
"18027","2008","Indiana","IN","18","Daviess County, IN","30947","8.1-10"
"18115","2007","Indiana","IN","18","Ohio County, IN","5992","8.1-10"
"18061","2006","Indiana","IN","18","Harrison County, IN","37766","6.1-8"
"18053","2009","Indiana","IN","18","Grant County, IN","70195","14.1-16"
"18173","2006","Indiana","IN","18","Warrick County, IN","56746","4.1-6"
"18099","2007","Indiana","IN","18","Marshall County, IN","46871","6.1-8"
"18151","2002","Indiana","IN","18","Steuben County, IN","33496","2.1-4"
"18083","2007","Indiana","IN","18","Knox County, IN","38325","8.1-10"
"18015","2002","Indiana","IN","18","Carroll County, IN","20270","4.1-6"
"18175","2006","Indiana","IN","18","Washington County, IN","28164","8.1-10"
"18037","2000","Indiana","IN","18","Dubois County, IN","39892","2.1-4"
"18023","2003","Indiana","IN","18","Clinton County, IN","33383","4.1-6"
"18109","2007","Indiana","IN","18","Morgan County, IN","68354","10.1-12"
"18161","2004","Indiana","IN","18","Union County, IN","7291","6.1-8"
"18135","2006","Indiana","IN","18","Randolph County, IN","26415","6.1-8"
"18057","2005","Indiana","IN","18","Hamilton County, IN","235039","4.1-6"
"18075","2007","Indiana","IN","18","Jay County, IN","21580","10.1-12"
"18035","2005","Indiana","IN","18","Delaware County, IN","118170","10.1-12"
"18069","2008","Indiana","IN","18","Huntington County, IN","37244","8.1-10"
"18011","2007","Indiana","IN","18","Boone County, IN","53778","6.1-8"
"18003","2009","Indiana","IN","18","Allen County, IN","353693","8.1-10"
"18177","1999","Indiana","IN","18","Wayne County, IN","71244","8.1-10"
"18079","2005","Indiana","IN","18","Jennings County, IN","28352","8.1-10"
"18165","2004","Indiana","IN","18","Vermillion County, IN","16515","6.1-8"
"18163","2003","Indiana","IN","18","Vanderburgh County, IN","174239","10.1-12"
"18029","2001","Indiana","IN","18","Dearborn County, IN","46726","6.1-8"
"18145","2008","Indiana","IN","18","Shelby County, IN","44345","10.1-12"
"18127","2002","Indiana","IN","18","Porter County, IN","149992","6.1-8"
"18073","2006","Indiana","IN","18","Jasper County, IN","32419","6.1-8"
"18141","2007","Indiana","IN","18","St. Joseph County, IN","266045","6.1-8"
"18105","1999","Indiana","IN","18","Monroe County, IN","120325","6.1-8"
"18153","2003","Indiana","IN","18","Sullivan County, IN","21801","10.1-12"
"18009","2003","Indiana","IN","18","Blackford County, IN","13642","8.1-10"
"18107","2004","Indiana","IN","18","Montgomery County, IN","37795","8.1-10"
"18075","2000","Indiana","IN","18","Jay County, IN","21792","6.1-8"
"18047","2001","Indiana","IN","18","Franklin County, IN","22315","6.1-8"
"18035","2009","Indiana","IN","18","Delaware County, IN","117490","14.1-16"
"18043","1999","Indiana","IN","18","Floyd County, IN","70792","6.1-8"
"18087","1999","Indiana","IN","18","Lagrange County, IN","34706","0-2"
"18039","2001","Indiana","IN","18","Elkhart County, IN","184708","4.1-6"
"18035","2001","Indiana","IN","18","Delaware County, IN","120281","8.1-10"
"18125","2008","Indiana","IN","18","Pike County, IN","13047","6.1-8"
"18015","2008","Indiana","IN","18","Carroll County, IN","20114","6.1-8"
"18045","1999","Indiana","IN","18","Fountain County, IN","18019","2.1-4"
"18125","2002","Indiana","IN","18","Pike County, IN","12984","2.1-4"
"18097","2005","Indiana","IN","18","Marion County, IN","873310","10.1-12"
"18173","1999","Indiana","IN","18","Warrick County, IN","51919","2.1-4"
"18113","2001","Indiana","IN","18","Noble County, IN","47110","4.1-6"
"18071","2005","Indiana","IN","18","Jackson County, IN","41683","8.1-10"
"18157","2002","Indiana","IN","18","Tippecanoe County, IN","152348","6.1-8"
"18181","2011","Indiana","IN","18","White County, IN","24506","10.1-12"
"18101","2000","Indiana","IN","18","Martin County, IN","10360","2.1-4"
"18129","2000","Indiana","IN","18","Posey County, IN","27070","2.1-4"
"18149","1999","Indiana","IN","18","Starke County, IN","23538","12.1-14"
"18043","2001","Indiana","IN","18","Floyd County, IN","71441","6.1-8"
"18111","1999","Indiana","IN","18","Newton County, IN","14596","2.1-4"
"18013","2005","Indiana","IN","18","Brown County, IN","15283","8.1-10"
"18031","2002","Indiana","IN","18","Decatur County, IN","24793","6.1-8"
"18157","2006","Indiana","IN","18","Tippecanoe County, IN","163010","8.1-10"
"18059","2004","Indiana","IN","18","Hancock County, IN","60922","6.1-8"
"18165","2009","Indiana","IN","18","Vermillion County, IN","16377","10.1-12"
"18115","2008","Indiana","IN","18","Ohio County, IN","6069","10.1-12"
"18061","2009","Indiana","IN","18","Harrison County, IN","39148","6.1-8"
"18003","1999","Indiana","IN","18","Allen County, IN","328699","4.1-6"
"18023","1999","Indiana","IN","18","Clinton County, IN","33642","2.1-4"
"18127","2009","Indiana","IN","18","Porter County, IN","163572","10.1-12"
"18005","2008","Indiana","IN","18","Bartholomew County, IN","76080","10.1-12"
"18163","2000","Indiana","IN","18","Vanderburgh County, IN","172052","8.1-10"
"18105","2007","Indiana","IN","18","Monroe County, IN","132514","10.1-12"
"18179","2006","Indiana","IN","18","Wells County, IN","27872","6.1-8"
"18129","2007","Indiana","IN","18","Posey County, IN","26229","6.1-8"
"18149","2000","Indiana","IN","18","Starke County, IN","23525","12.1-14"
"18181","2006","Indiana","IN","18","White County, IN","24830","8.1-10"
"18109","1999","Indiana","IN","18","Morgan County, IN","66098","6.1-8"
"18029","2000","Indiana","IN","18","Dearborn County, IN","46349","6.1-8"
"18099","2002","Indiana","IN","18","Marshall County, IN","45518","4.1-6"
"18165","2003","Indiana","IN","18","Vermillion County, IN","16493","6.1-8"
"18067","2005","Indiana","IN","18","Howard County, IN","84382","14.1-16"
"18163","2008","Indiana","IN","18","Vanderburgh County, IN","178053","14.1-16"
"18089","2000","Indiana","IN","18","Lake County, IN","484514","2.1-4"
"18059","2009","Indiana","IN","18","Hancock County, IN","69183","10.1-12"
"18079","2007","Indiana","IN","18","Jennings County, IN","28502","10.1-12"
"18137","2002","Indiana","IN","18","Ripley County, IN","27421","6.1-8"
"18161","1999","Indiana","IN","18","Union County, IN","7348","2.1-4"
"18097","1999","Indiana","IN","18","Marion County, IN","857461","6.1-8"
"18133","2002","Indiana","IN","18","Putnam County, IN","36525","4.1-6"
"18095","2001","Indiana","IN","18","Madison County, IN","132920","12.1-14"
"18097","2007","Indiana","IN","18","Marion County, IN","883591","10.1-12"
"18151","2001","Indiana","IN","18","Steuben County, IN","33556","2.1-4"
"18023","2008","Indiana","IN","18","Clinton County, IN","33352","8.1-10"
"18123","2000","Indiana","IN","18","Perry County, IN","18865","2.1-4"
"18105","2009","Indiana","IN","18","Monroe County, IN","136198","10.1-12"
"18077","1999","Indiana","IN","18","Jefferson County, IN","31590","4.1-6"
"18003","2003","Indiana","IN","18","Allen County, IN","339569","4.1-6"
"18131","2007","Indiana","IN","18","Pulaski County, IN","13724","10.1-12"
"18123","1999","Indiana","IN","18","Perry County, IN","18939","2.1-4"
"18121","2009","Indiana","IN","18","Parke County, IN","17326","8.1-10"
"18059","2008","Indiana","IN","18","Hancock County, IN","68107","10.1-12"
"18149","2003","Indiana","IN","18","Starke County, IN","23336","16.1-18"
"18151","2007","Indiana","IN","18","Steuben County, IN","34004","4.1-6"
"18005","2002","Indiana","IN","18","Bartholomew County, IN","71890","6.1-8"
"18125","2006","Indiana","IN","18","Pike County, IN","13016","4.1-6"
"18167","2001","Indiana","IN","18","Vigo County, IN","105482","6.1-8"
"18017","2000","Indiana","IN","18","Cass County, IN","40939","2.1-4"
"18155","2005","Indiana","IN","18","Switzerland County, IN","10165","8.1-10"
"18099","2001","Indiana","IN","18","Marshall County, IN","45534","2.1-4"
"18085","2008","Indiana","IN","18","Kosciusko County, IN","77091","6.1-8"
"18131","2000","Indiana","IN","18","Pulaski County, IN","13605","4.1-6"
"18015","1999","Indiana","IN","18","Carroll County, IN","20084","2.1-4"
"18031","2005","Indiana","IN","18","Decatur County, IN","25374","8.1-10"
"18177","2003","Indiana","IN","18","Wayne County, IN","70490","10.1-12"
"18081","2006","Indiana","IN","18","Johnson County, IN","130512","8.1-10"
"18155","2004","Indiana","IN","18","Switzerland County, IN","9863","6.1-8"
"18181","2005","Indiana","IN","18","White County, IN","24861","6.1-8"
"18015","2007","Indiana","IN","18","Carroll County, IN","20118","6.1-8"
"18075","2001","Indiana","IN","18","Jay County, IN","21726","6.1-8"
"18007","2008","Indiana","IN","18","Benton County, IN","8801","10.1-12"
"18169","2002","Indiana","IN","18","Wabash County, IN","34488","8.1-10"
"18073","2009","Indiana","IN","18","Jasper County, IN","33278","8.1-10"
"18015","2006","Indiana","IN","18","Carroll County, IN","20179","6.1-8"
"18131","2001","Indiana","IN","18","Pulaski County, IN","13627","4.1-6"
"18175","2007","Indiana","IN","18","Washington County, IN","28236","8.1-10"
"18007","1999","Indiana","IN","18","Benton County, IN","9483","4.1-6"
"18139","2012","Indiana","IN","18","Rush County, IN","17134","12.1-14"
"18095","2006","Indiana","IN","18","Madison County, IN","131240","16.1-18"
"18091","2001","Indiana","IN","18","La Porte County, IN","110077","4.1-6"
"18039","2002","Indiana","IN","18","Elkhart County, IN","184543","4.1-6"
"18161","2007","Indiana","IN","18","Union County, IN","7467","10.1-12"
"18167","2004","Indiana","IN","18","Vigo County, IN","104662","8.1-10"
"18151","2005","Indiana","IN","18","Steuben County, IN","33926","4.1-6"
"18077","2004","Indiana","IN","18","Jefferson County, IN","31787","6.1-8"
"18065","2000","Indiana","IN","18","Henry County, IN","48469","10.1-12"
"18045","2006","Indiana","IN","18","Fountain County, IN","17459","6.1-8"
"18085","1999","Indiana","IN","18","Kosciusko County, IN","73276","4.1-6"
"18117","1999","Indiana","IN","18","Orange County, IN","19308","2.1-4"
"18055","2008","Indiana","IN","18","Greene County, IN","32977","12.1-14"
"18053","2007","Indiana","IN","18","Grant County, IN","70012","12.1-14"
"18147","2007","Indiana","IN","18","Spencer County, IN","21032","6.1-8"
"18109","2001","Indiana","IN","18","Morgan County, IN","66884","6.1-8"
"18075","2006","Indiana","IN","18","Jay County, IN","21564","8.1-10"
"18031","2004","Indiana","IN","18","Decatur County, IN","25208","8.1-10"
"18011","2004","Indiana","IN","18","Boone County, IN","50158","4.1-6"
"18085","2002","Indiana","IN","18","Kosciusko County, IN","74861","4.1-6"
"18163","2007","Indiana","IN","18","Vanderburgh County, IN","177789","14.1-16"
"18167","2003","Indiana","IN","18","Vigo County, IN","105356","8.1-10"
"18139","2001","Indiana","IN","18","Rush County, IN","18145","4.1-6"
"18001","2000","Indiana","IN","18","Adams County, IN","33597","2.1-4"
"18105","2008","Indiana","IN","18","Monroe County, IN","134401","10.1-12"
"18121","2002","Indiana","IN","18","Parke County, IN","17274","4.1-6"
"18007","2005","Indiana","IN","18","Benton County, IN","8915","8.1-10"
"18081","2008","Indiana","IN","18","Johnson County, IN","136933","8.1-10"
"18093","2003","Indiana","IN","18","Lawrence County, IN","46178","6.1-8"
"18045","2003","Indiana","IN","18","Fountain County, IN","17738","4.1-6"
"18155","2002","Indiana","IN","18","Switzerland County, IN","9711","4.1-6"
"18159","2006","Indiana","IN","18","Tipton County, IN","16326","10.1-12"
"18143","2001","Indiana","IN","18","Scott County, IN","23332","12.1-14"
"18167","2008","Indiana","IN","18","Vigo County, IN","106972","10.1-12"
"18151","2006","Indiana","IN","18","Steuben County, IN","34044","4.1-6"
"18129","2006","Indiana","IN","18","Posey County, IN","26348","6.1-8"
"18003","2008","Indiana","IN","18","Allen County, IN","351264","6.1-8"
"18069","2000","Indiana","IN","18","Huntington County, IN","38068","4.1-6"
"18169","2003","Indiana","IN","18","Wabash County, IN","34325","8.1-10"
"18085","2001","Indiana","IN","18","Kosciusko County, IN","74756","4.1-6"
"18063","2005","Indiana","IN","18","Hendricks County, IN","128082","4.1-6"
"18121","2007","Indiana","IN","18","Parke County, IN","17449","6.1-8"
"18167","2006","Indiana","IN","18","Vigo County, IN","106509","8.1-10"
"18177","2004","Indiana","IN","18","Wayne County, IN","70070","10.1-12"
"18037","2007","Indiana","IN","18","Dubois County, IN","41728","4.1-6"
"18031","2003","Indiana","IN","18","Decatur County, IN","24946","6.1-8"
"18035","2004","Indiana","IN","18","Delaware County, IN","118938","10.1-12"
"18181","2000","Indiana","IN","18","White County, IN","25246","4.1-6"
"18015","2003","Indiana","IN","18","Carroll County, IN","20433","4.1-6"
"18173","2002","Indiana","IN","18","Warrick County, IN","53317","2.1-4"
"18065","2008","Indiana","IN","18","Henry County, IN","49420","18.1-20"
"18097","2008","Indiana","IN","18","Marion County, IN","889504","12.1-14"
"18155","2003","Indiana","IN","18","Switzerland County, IN","9722","6.1-8"
"18121","2008","Indiana","IN","18","Parke County, IN","17488","8.1-10"
"18153","2008","Indiana","IN","18","Sullivan County, IN","21550","14.1-16"
"18159","2001","Indiana","IN","18","Tipton County, IN","16508","6.1-8"
"18053","1999","Indiana","IN","18","Grant County, IN","73740","8.1-10"
"18129","2004","Indiana","IN","18","Posey County, IN","26664","4.1-6"
"18169","2005","Indiana","IN","18","Wabash County, IN","33806","10.1-12"
"18035","2008","Indiana","IN","18","Delaware County, IN","117007","12.1-14"
"18005","2009","Indiana","IN","18","Bartholomew County, IN","76566","10.1-12"
"18101","2002","Indiana","IN","18","Martin County, IN","10341","2.1-4"
"18089","2001","Indiana","IN","18","Lake County, IN","484454","2.1-4"
"18017","2006","Indiana","IN","18","Cass County, IN","39255","4.1-6"
"18117","2001","Indiana","IN","18","Orange County, IN","19373","2.1-4"
"18061","2005","Indiana","IN","18","Harrison County, IN","37354","4.1-6"
"18033","2004","Indiana","IN","18","De Kalb County, IN","41283","6.1-8"
"18037","2008","Indiana","IN","18","Dubois County, IN","41955","4.1-6"
"18151","2004","Indiana","IN","18","Steuben County, IN","33718","4.1-6"
"18123","2004","Indiana","IN","18","Perry County, IN","19148","4.1-6"
"18083","2008","Indiana","IN","18","Knox County, IN","38497","8.1-10"
"18077","2008","Indiana","IN","18","Jefferson County, IN","32586","8.1-10"
"18025","2007","Indiana","IN","18","Crawford County, IN","10933","10.1-12"
"18115","2009","Indiana","IN","18","Ohio County, IN","6134","12.1-14"
"18091","2008","Indiana","IN","18","La Porte County, IN","111267","8.1-10"
"18119","2012","Indiana","IN","18","Owen County, IN","21363","12.1-14"
"18077","2000","Indiana","IN","18","Jefferson County, IN","31706","4.1-6"
"18069","2004","Indiana","IN","18","Huntington County, IN","37768","6.1-8"
"18059","2007","Indiana","IN","18","Hancock County, IN","67115","8.1-10"
"18087","2001","Indiana","IN","18","Lagrange County, IN","35299","0-2"
"18123","2009","Indiana","IN","18","Perry County, IN","19331","8.1-10"
"18095","2008","Indiana","IN","18","Madison County, IN","131537","18.1-20"
"18177","2001","Indiana","IN","18","Wayne County, IN","70712","8.1-10"
"18077","2007","Indiana","IN","18","Jefferson County, IN","32140","8.1-10"
"18055","2006","Indiana","IN","18","Greene County, IN","33223","10.1-12"
"18127","2004","Indiana","IN","18","Porter County, IN","153664","8.1-10"
"18063","1999","Indiana","IN","18","Hendricks County, IN","100514","2.1-4"
"18009","2005","Indiana","IN","18","Blackford County, IN","13392","10.1-12"
"18115","2005","Indiana","IN","18","Ohio County, IN","5943","6.1-8"
"18145","2004","Indiana","IN","18","Shelby County, IN","43488","8.1-10"
"18037","2003","Indiana","IN","18","Dubois County, IN","40547","2.1-4"
"18155","2007","Indiana","IN","18","Switzerland County, IN","10271","10.1-12"
"18051","2002","Indiana","IN","18","Gibson County, IN","32684","4.1-6"
"18123","2007","Indiana","IN","18","Perry County, IN","19379","6.1-8"
"18153","2002","Indiana","IN","18","Sullivan County, IN","21792","10.1-12"
"18055","2003","Indiana","IN","18","Greene County, IN","33287","8.1-10"
"18123","2008","Indiana","IN","18","Perry County, IN","19340","6.1-8"
"18157","2007","Indiana","IN","18","Tippecanoe County, IN","166226","8.1-10"
"18123","2006","Indiana","IN","18","Perry County, IN","19202","6.1-8"
"18081","2001","Indiana","IN","18","Johnson County, IN","117843","4.1-6"
"18119","2002","Indiana","IN","18","Owen County, IN","22079","4.1-6"
"18031","2001","Indiana","IN","18","Decatur County, IN","24585","6.1-8"
"18147","2008","Indiana","IN","18","Spencer County, IN","20978","6.1-8"
"18115","2002","Indiana","IN","18","Ohio County, IN","5735","4.1-6"
"18039","2008","Indiana","IN","18","Elkhart County, IN","197762","6.1-8"
"18073","2007","Indiana","IN","18","Jasper County, IN","32894","6.1-8"
"18083","2006","Indiana","IN","18","Knox County, IN","38399","8.1-10"
"18113","2007","Indiana","IN","18","Noble County, IN","47419","6.1-8"
"18011","2008","Indiana","IN","18","Boone County, IN","54648","6.1-8"
"18103","2004","Indiana","IN","18","Miami County, IN","37120","4.1-6"
"18139","2003","Indiana","IN","18","Rush County, IN","18090","4.1-6"
"18093","2008","Indiana","IN","18","Lawrence County, IN","46233","10.1-12"
"18161","2001","Indiana","IN","18","Union County, IN","7323","4.1-6"
"18011","2009","Indiana","IN","18","Boone County, IN","55915","6.1-8"
"18053","2000","Indiana","IN","18","Grant County, IN","73325","8.1-10"
"18109","2004","Indiana","IN","18","Morgan County, IN","67795","8.1-10"
"18085","2009","Indiana","IN","18","Kosciusko County, IN","77263","6.1-8"
"18063","2004","Indiana","IN","18","Hendricks County, IN","124115","4.1-6"
"18143","1999","Indiana","IN","18","Scott County, IN","22693","12.1-14"
"18137","2007","Indiana","IN","18","Ripley County, IN","28361","8.1-10"
"18061","2008","Indiana","IN","18","Harrison County, IN","38628","6.1-8"
"18137","2000","Indiana","IN","18","Ripley County, IN","26654","4.1-6"
"18015","2001","Indiana","IN","18","Carroll County, IN","20298","2.1-4"
"18159","2002","Indiana","IN","18","Tipton County, IN","16529","6.1-8"
"18171","2004","Indiana","IN","18","Warren County, IN","8609","4.1-6"
"18171","2001","Indiana","IN","18","Warren County, IN","8553","2.1-4"
"18069","2002","Indiana","IN","18","Huntington County, IN","37992","4.1-6"
"18063","2001","Indiana","IN","18","Hendricks County, IN","110144","4.1-6"
"18047","2008","Indiana","IN","18","Franklin County, IN","23330","12.1-14"
"18053","2004","Indiana","IN","18","Grant County, IN","71479","10.1-12"
"18077","2006","Indiana","IN","18","Jefferson County, IN","32287","6.1-8"
"18025","2001","Indiana","IN","18","Crawford County, IN","10922","4.1-6"
"18021","2000","Indiana","IN","18","Clay County, IN","26565","4.1-6"
"18125","2000","Indiana","IN","18","Pike County, IN","12826","2.1-4"
"18073","2004","Indiana","IN","18","Jasper County, IN","31503","6.1-8"
"18047","2009","Indiana","IN","18","Franklin County, IN","23195","12.1-14"
"18169","2004","Indiana","IN","18","Wabash County, IN","34131","8.1-10"
"18133","2009","Indiana","IN","18","Putnam County, IN","38052","6.1-8"
"18145","2000","Indiana","IN","18","Shelby County, IN","43479","6.1-8"
"18119","2009","Indiana","IN","18","Owen County, IN","21642","10.1-12"
"18041","1999","Indiana","IN","18","Fayette County, IN","25730","8.1-10"
"18065","2004","Indiana","IN","18","Henry County, IN","48184","14.1-16"
"18033","2001","Indiana","IN","18","De Kalb County, IN","40576","4.1-6"
"18079","2008","Indiana","IN","18","Jennings County, IN","28480","10.1-12"
"18039","2009","Indiana","IN","18","Elkhart County, IN","197514","6.1-8"
"18025","2000","Indiana","IN","18","Crawford County, IN","10786","4.1-6"
"18183","2004","Indiana","IN","18","Whitley County, IN","31841","4.1-6"
"18019","2002","Indiana","IN","18","Clark County, IN","97935","8.1-10"
"18141","2009","Indiana","IN","18","St. Joseph County, IN","266827","8.1-10"
"18183","2001","Indiana","IN","18","Whitley County, IN","30998","2.1-4"
"18153","2009","Indiana","IN","18","Sullivan County, IN","21483","16.1-18"
"18015","2009","Indiana","IN","18","Carroll County, IN","20103","8.1-10"
"18043","2006","Indiana","IN","18","Floyd County, IN","72358","8.1-10"
"18141","1999","Indiana","IN","18","St. Joseph County, IN","264952","4.1-6"
"18019","1999","Indiana","IN","18","Clark County, IN","95651","6.1-8"
"18181","2009","Indiana","IN","18","White County, IN","24573","8.1-10"
"18059","2002","Indiana","IN","18","Hancock County, IN","58223","6.1-8"
"18023","2007","Indiana","IN","18","Clinton County, IN","33188","8.1-10"
"18031","2006","Indiana","IN","18","Decatur County, IN","25469","8.1-10"
"18079","2009","Indiana","IN","18","Jennings County, IN","28546","12.1-14"
"18087","2002","Indiana","IN","18","Lagrange County, IN","35453","0-2"
"18003","2001","Indiana","IN","18","Allen County, IN","334956","4.1-6"
"18077","2003","Indiana","IN","18","Jefferson County, IN","31779","6.1-8"
"18117","2004","Indiana","IN","18","Orange County, IN","19624","4.1-6"
"18085","2005","Indiana","IN","18","Kosciusko County, IN","75934","4.1-6"
"18155","2000","Indiana","IN","18","Switzerland County, IN","9129","4.1-6"
"18173","2000","Indiana","IN","18","Warrick County, IN","52531","2.1-4"
"18023","2010","Indiana","IN","18","Clinton County, IN","33203","10.1-12"
"18081","2005","Indiana","IN","18","Johnson County, IN","126769","6.1-8"
"18167","2007","Indiana","IN","18","Vigo County, IN","106885","10.1-12"
"18133","2008","Indiana","IN","18","Putnam County, IN","38325","6.1-8"
"18179","2000","Indiana","IN","18","Wells County, IN","27619","4.1-6"
"18177","2006","Indiana","IN","18","Wayne County, IN","69642","12.1-14"
"18053","2003","Indiana","IN","18","Grant County, IN","72113","10.1-12"
"18149","2005","Indiana","IN","18","Starke County, IN","23394","18.1-20"
"18105","2005","Indiana","IN","18","Monroe County, IN","128121","8.1-10"
"18057","2001","Indiana","IN","18","Hamilton County, IN","194664","2.1-4"
"18043","2005","Indiana","IN","18","Floyd County, IN","71905","8.1-10"
"18029","2004","Indiana","IN","18","Dearborn County, IN","48135","8.1-10"
"18043","2008","Indiana","IN","18","Floyd County, IN","73775","10.1-12"
"18051","2006","Indiana","IN","18","Gibson County, IN","33429","6.1-8"
"18179","2001","Indiana","IN","18","Wells County, IN","27626","4.1-6"
"18073","2002","Indiana","IN","18","Jasper County, IN","30664","4.1-6"
"18111","2000","Indiana","IN","18","Newton County, IN","14525","2.1-4"
"18163","2001","Indiana","IN","18","Vanderburgh County, IN","172449","8.1-10"
"18009","1999","Indiana","IN","18","Blackford County, IN","14084","4.1-6"
"18171","2008","Indiana","IN","18","Warren County, IN","8602","6.1-8"
"18173","2004","Indiana","IN","18","Warrick County, IN","55171","4.1-6"
