"state","year","month","period","indicator","data_value","percent_complete","percent_pending_investigation","state_name","footnote","footnote_symbol","predicted_value"
"IN","2015","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.03303445","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.028260119","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.025063834","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.02350029","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.025135496","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.01738993","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.017569078","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.015907609","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.015881082","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.0143287","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.012773023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.009577321","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.009554901","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.009533949","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.009540316","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.004747962","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.004718465","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.006245023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.006200974","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.007718074","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.00768238","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.010716309","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.016779035","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.01670032","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.019723567","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.021241409","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.019679973","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.02423508","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.025756015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.030278716","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.030018762","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.028570999","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.028701773","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.028706544","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.022651083","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.02420758","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.021173944","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.019629753","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.019621457","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.016586248","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.013569135","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.007549905","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.007657554","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)",,"100","0.007661544","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","336","100","0.007645961","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","336"
"IN","2019","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","327","100","0.004586455","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","327"
"IN","2019","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","349","100","0.004567392","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","349"
"IN","2019","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","330","100","0.003035132","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","330"
"IN","2019","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","339","100","0.003031773","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","339"
"IN","2019","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","341","100","0.003033428","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","341"
"IN","2019","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","353","100","0.003029339","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","353"
"IN","2019","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","363","100","0.00302092","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","363"
"IN","2019","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)","354","100","0.003011141","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","354"
"IN","2019","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)","358","100","0.001503398","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","358"
"IN","2020","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)","363","100","0.002989581","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","363"
"IN","2020","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)","350","100","0.002971327","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","350"
"IN","2020","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","337","100","0.005911476","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","337"
"IN","2020","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","355","100","0.007253841","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","355"
"IN","2020","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","360","100","0.010008293","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","360"
"IN","2020","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","384","100","0.011324868","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","384"
"IN","2020","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","385","100","0.015414798","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","385"
"IN","2020","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","386","100","0.019416668","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","386"
"IN","2020","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","396","100","0.023364807","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","396"
"IN","2020","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","393","100","0.029802222","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","393"
"IN","2020","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)","409","100","0.038118272","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","409"
"IN","2020","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)","405","100","0.055594163","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","405"
"IN","2021","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)","416","100","0.053076591","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","416"
"IN","2021","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)","435","100","0.052964145","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","435"
"IN","2021","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","437","100","0.050717467","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","437"
"IN","2021","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","454","100","0.050071978","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","454"
"IN","2021","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","447","100","0.04801314","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","447"
"IN","2021","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","447","100","0.046865698","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","447"
"IN","2021","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","453","100","0.044439366","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","453"
"IN","2021","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","461","100","0.040359706","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","461"
"IN","2021","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","460","100","0.035967654","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","460"
"IN","2021","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","453","100","0.028377195","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","453"
"IN","2021","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)","449","100","0.021171665","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","449"
"IN","2021","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)","447","100","0.002520415","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","447"
"IN","2022","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)","437","100","0.002500344","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","437"
"IN","2022","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)","435","100","0.003716275","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","435"
"IN","2022","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","429","100","0.004942177","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","429"
"IN","2022","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","395","100","0.004952579","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","395"
"IN","2022","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","386","100","0.004963949","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","386"
"IN","2022","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","369","100","0.004968142","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","369"
"IN","2022","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","358","100","0.003715078","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","358"
"IN","2022","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","344","100","0.004978902","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","344"
"IN","2022","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","331","100","0.005068359","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","331"
"IN","2022","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","329","100","0.005120131","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","329"
"IN","2022","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)","329","100","0.005188875","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","329"
"IN","2022","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)","328","100","0.006571079","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","328"
"IN","2023","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)","309","100","0.006779385","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","309"
"IN","2023","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)","307","100","0.005517926","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","307"
"IN","2023","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","303","100","0.004141873","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","303"
"IN","2023","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","302","100","0.004131435","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","302"
"IN","2023","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","288","100","0.004124845","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","288"
"IN","2023","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","273","100","0.00413098","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","273"
"IN","2023","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","260","100","0.004159445","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","260"
"IN","2023","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","251","100","0.00278905","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","251"
"IN","2023","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","246","100","0.002797203","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","246"
"IN","2023","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","233","100","0.002812148","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","233"
"IN","2023","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)","214","100","0.001408689","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","214"
"IN","2023","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)","205","100","0.001420515","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","205"
"IN","2024","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)","203","100","0.001415028","Indiana","Underreported due to incomplete data.","*","203"
"IN","2024","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)","197","100","0.001408768","Indiana","Underreported due to incomplete data.","*","197"
"IN","2024","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","193","100","0.001408193","Indiana","Underreported due to incomplete data.","*","193"
"IN","2024","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","178","100","0.001412689","Indiana","Underreported due to incomplete data.","*","178"
"IN","2024","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","173","100","0.001415749","Indiana","Underreported due to incomplete data.","*","173"
"IN","2024","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","176","100","0.001416691","Indiana","Underreported due to incomplete data.","*","176"
"IN","2024","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","181","100","0.001417635","Indiana","Underreported due to incomplete data.","*","181"
"IN","2024","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","181","100","0.001416511","Indiana","Underreported due to incomplete data.","*","181"
"IN","2024","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","177","100","0.001417856","Indiana","Underreported due to incomplete data.","*","177"
"IN","2024","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","170","100","0.001418399","Indiana","Underreported due to incomplete data.","*","170"
"IN","2024","November","12 month-ending","Natural & semi-synthetic opioids (T40.2)","168","100","0.001424015","Indiana","Underreported due to incomplete data.","*","168"
"IN","2024","December","12 month-ending","Natural & semi-synthetic opioids (T40.2)","164","100","0","Indiana","Underreported due to incomplete data.","*","164"
"IN","2025","January","12 month-ending","Natural & semi-synthetic opioids (T40.2)","157","100","0","Indiana","Underreported due to incomplete data.","*","157"
"IN","2025","February","12 month-ending","Natural & semi-synthetic opioids (T40.2)","156","100","0","Indiana","Underreported due to incomplete data.","*","156"
"IN","2025","March","12 month-ending","Natural & semi-synthetic opioids (T40.2)","158","100","0","Indiana","Underreported due to incomplete data.","*","158"
"IN","2025","April","12 month-ending","Natural & semi-synthetic opioids (T40.2)","160","100","0","Indiana","Underreported due to incomplete data.","*","160"
"IN","2025","May","12 month-ending","Natural & semi-synthetic opioids (T40.2)","165","100","0","Indiana","Underreported due to incomplete data.","*","165"
"IN","2025","June","12 month-ending","Natural & semi-synthetic opioids (T40.2)","158","100","0","Indiana","Underreported due to incomplete data.","*","158"
"IN","2025","July","12 month-ending","Natural & semi-synthetic opioids (T40.2)","152","100","0.001395634","Indiana","Underreported due to incomplete data.","*","152"
"IN","2025","August","12 month-ending","Natural & semi-synthetic opioids (T40.2)","150","100","0.005591199","Indiana","Underreported due to incomplete data.","*","150"
"IN","2025","September","12 month-ending","Natural & semi-synthetic opioids (T40.2)","147","100","0.00840089","Indiana","Underreported due to incomplete data.","*","147"
"IN","2025","October","12 month-ending","Natural & semi-synthetic opioids (T40.2)","146","100","0.026690266","Indiana","Underreported due to incomplete data.","*","146"
"IN","2015","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.033776177","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.033666255","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.030213402","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.029990214","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.031500528","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.033062015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.03303445","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.028260119","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.025063834","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.02350029","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.025135496","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.01738993","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.017569078","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.015907609","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.015881082","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.0143287","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.012773023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.009577321","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.009554901","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.009533949","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.009540316","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.004747962","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.004718465","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.006245023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.006200974","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.007718074","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.00768238","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.010716309","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.016779035","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.01670032","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.019723567","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.021241409","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.019679973","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.02423508","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.025756015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.030278716","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
