EVENT_EMS_DISTRICT,EVENT_EMS_DISTRICT_POP,EVENT_YR,PATIENT_GENDER,PATIENT_RACE,PATIENT_AGE_GROUP,EVENT_FLAG_TYPE,DISTRICT_EVENT_FLAG_TYPE_CNT,ETL_RUN_TIMESTAMP
5,1975055,2023,Female,Other Race,25 to 34,Harm-to-Others Violence Events,3363,7/24/2025 9:12
1,835134,2023,Female,Other Race,25 to 34,Harm-to-Others Violence Events,2859,7/24/2025 9:12
4,377181,2023,Female,Other Race,35 to 44,Non-violence Mental Health Events,401,7/24/2025 9:12
5,1975055,2023,Female,Other Race,35 to 44,Non-violence Mental Health Events,5559,7/24/2025 9:12
1,835134,2023,Female,Other Race,35 to 44,Non-violence Mental Health Events,6796,7/24/2025 9:12
4,377181,2023,Female,Other Race,35 to 44,Self-Harm Violence Events,70,7/24/2025 9:12
5,1975055,2023,Female,Other Race,35 to 44,Self-Harm Violence Events,794,7/24/2025 9:12
1,835134,2023,Female,Other Race,35 to 44,Self-Harm Violence Events,661,7/24/2025 9:12
4,377181,2023,Female,Other Race,35 to 44,Harm-to-Others Violence Events,207,7/24/2025 9:12
5,1975055,2023,Female,Other Race,35 to 44,Harm-to-Others Violence Events,2823,7/24/2025 9:12
1,835134,2023,Female,Other Race,35 to 44,Harm-to-Others Violence Events,2538,7/24/2025 9:12
4,377181,2023,Female,Other Race,45 to 54,Non-violence Mental Health Events,339,7/24/2025 9:12
5,1975055,2023,Female,Other Race,45 to 54,Non-violence Mental Health Events,4119,7/24/2025 9:12
1,835134,2023,Female,Other Race,45 to 54,Non-violence Mental Health Events,6025,7/24/2025 9:12
4,377181,2023,Female,Other Race,45 to 54,Self-Harm Violence Events,33,7/24/2025 9:12
5,1975055,2023,Female,Other Race,45 to 54,Self-Harm Violence Events,400,7/24/2025 9:12
1,835134,2023,Female,Other Race,45 to 54,Self-Harm Violence Events,520,7/24/2025 9:12
4,377181,2023,Female,Other Race,45 to 54,Harm-to-Others Violence Events,149,7/24/2025 9:12
5,1975055,2023,Female,Other Race,45 to 54,Harm-to-Others Violence Events,1901,7/24/2025 9:12
1,835134,2023,Female,Other Race,45 to 54,Harm-to-Others Violence Events,2158,7/24/2025 9:12
4,377181,2023,Female,Other Race,55 to 64,Non-violence Mental Health Events,255,7/24/2025 9:12
5,1975055,2023,Female,Other Race,55 to 64,Non-violence Mental Health Events,3591,7/24/2025 9:12
1,835134,2023,Female,Other Race,55 to 64,Non-violence Mental Health Events,6129,7/24/2025 9:12
4,377181,2023,Female,Other Race,55 to 64,Self-Harm Violence Events,23,7/24/2025 9:12
5,1975055,2023,Female,Other Race,55 to 64,Self-Harm Violence Events,266,7/24/2025 9:12
1,835134,2023,Female,Other Race,55 to 64,Self-Harm Violence Events,435,7/24/2025 9:12
4,377181,2023,Female,Other Race,55 to 64,Harm-to-Others Violence Events,128,7/24/2025 9:12
5,1975055,2023,Female,Other Race,55 to 64,Harm-to-Others Violence Events,1460,7/24/2025 9:12
1,835134,2023,Female,Other Race,55 to 64,Harm-to-Others Violence Events,2041,7/24/2025 9:12
4,377181,2023,Female,Other Race,65 to 74,Non-violence Mental Health Events,171,7/24/2025 9:12
5,1975055,2023,Female,Other Race,65 to 74,Non-violence Mental Health Events,3212,7/24/2025 9:12
1,835134,2023,Female,Other Race,65 to 74,Non-violence Mental Health Events,6598,7/24/2025 9:12
4,377181,2023,Female,Other Race,65 to 74,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Other Race,65 to 74,Self-Harm Violence Events,135,7/24/2025 9:12
1,835134,2023,Female,Other Race,65 to 74,Self-Harm Violence Events,301,7/24/2025 9:12
4,377181,2023,Female,Other Race,65 to 74,Harm-to-Others Violence Events,70,7/24/2025 9:12
5,1975055,2023,Female,Other Race,65 to 74,Harm-to-Others Violence Events,1170,7/24/2025 9:12
1,835134,2023,Female,Other Race,65 to 74,Harm-to-Others Violence Events,2023,7/24/2025 9:12
4,377181,2023,Female,Other Race,75 to 84,Non-violence Mental Health Events,220,7/24/2025 9:12
5,1975055,2023,Female,Other Race,75 to 84,Non-violence Mental Health Events,2686,7/24/2025 9:12
1,835134,2023,Female,Other Race,75 to 84,Non-violence Mental Health Events,5198,7/24/2025 9:12
4,377181,2023,Female,Other Race,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Other Race,75 to 84,Self-Harm Violence Events,53,7/24/2025 9:12
1,835134,2023,Female,Other Race,75 to 84,Self-Harm Violence Events,144,7/24/2025 9:12
4,377181,2023,Female,Other Race,75 to 84,Harm-to-Others Violence Events,53,7/24/2025 9:12
5,1975055,2023,Female,Other Race,75 to 84,Harm-to-Others Violence Events,792,7/24/2025 9:12
1,835134,2023,Female,Other Race,75 to 84,Harm-to-Others Violence Events,1446,7/24/2025 9:12
4,377181,2023,Female,Other Race,85+,Non-violence Mental Health Events,98,7/24/2025 9:12
5,1975055,2023,Female,Other Race,85+,Non-violence Mental Health Events,1661,7/24/2025 9:12
1,835134,2023,Female,Other Race,85+,Non-violence Mental Health Events,3489,7/24/2025 9:12
4,377181,2023,Female,Other Race,85+,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Other Race,85+,Self-Harm Violence Events,24,7/24/2025 9:12
1,835134,2023,Female,Other Race,85+,Self-Harm Violence Events,42,7/24/2025 9:12
4,377181,2023,Female,Other Race,85+,Harm-to-Others Violence Events,33,7/24/2025 9:12
5,1975055,2023,Female,Other Race,85+,Harm-to-Others Violence Events,495,7/24/2025 9:12
1,835134,2023,Female,Other Race,85+,Harm-to-Others Violence Events,881,7/24/2025 9:12
4,377181,2023,Female,Unknown,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,0 to 17,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,0 to 17,Non-violence Mental Health Events,12,7/24/2025 9:12
5,1975055,2023,Female,Unknown,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
4,377181,2023,Female,Unknown,0 to 17,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,0 to 17,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,0 to 17,Harm-to-Others Violence Events,14,7/24/2025 9:12
4,377181,2023,Female,Unknown,18 to 24,Non-violence Mental Health Events,13,7/24/2025 9:12
5,1975055,2023,Female,Unknown,18 to 24,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,18 to 24,Non-violence Mental Health Events,,7/24/2025 9:12
4,377181,2023,Female,Unknown,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
4,377181,2023,Female,Unknown,18 to 24,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,18 to 24,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,18 to 24,Harm-to-Others Violence Events,,7/24/2025 9:12
4,377181,2023,Female,Unknown,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,25 to 34,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,25 to 34,Non-violence Mental Health Events,10,7/24/2025 9:12
1,835134,2023,Female,Unknown,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
4,377181,2023,Female,Unknown,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,25 to 34,Harm-to-Others Violence Events,,7/24/2025 9:12
4,377181,2023,Female,Unknown,35 to 44,Non-violence Mental Health Events,13,7/24/2025 9:12
5,1975055,2023,Female,Unknown,35 to 44,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,35 to 44,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,35 to 44,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,45 to 54,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,45 to 54,Non-violence Mental Health Events,12,7/24/2025 9:12
5,1975055,2023,Female,Unknown,45 to 54,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,45 to 54,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,55 to 64,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,55 to 64,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,55 to 64,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,65 to 74,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,65 to 74,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,65 to 74,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,75 to 84,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,75 to 84,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2023,Female,Unknown,85+,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,85+,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2023,Female,Unknown,85+,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,0 to 17,Non-violence Mental Health Events,1118,7/24/2025 9:12
1,835134,2024,Male,Black or African American,0 to 17,Non-violence Mental Health Events,282,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,0 to 17,Self-Harm Violence Events,236,7/24/2025 9:12
1,835134,2024,Male,Black or African American,0 to 17,Self-Harm Violence Events,76,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,0 to 17,Harm-to-Others Violence Events,1268,7/24/2025 9:12
1,835134,2024,Male,Black or African American,0 to 17,Harm-to-Others Violence Events,379,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,18 to 24,Non-violence Mental Health Events,1068,7/24/2025 9:12
1,835134,2024,Male,Black or African American,18 to 24,Non-violence Mental Health Events,264,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,18 to 24,Self-Harm Violence Events,227,7/24/2025 9:12
1,835134,2024,Male,Black or African American,18 to 24,Self-Harm Violence Events,68,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,18 to 24,Harm-to-Others Violence Events,832,7/24/2025 9:12
1,835134,2024,Male,Black or African American,18 to 24,Harm-to-Others Violence Events,249,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,25 to 34,Non-violence Mental Health Events,2063,7/24/2025 9:12
1,835134,2024,Male,Black or African American,25 to 34,Non-violence Mental Health Events,415,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,25 to 34,Self-Harm Violence Events,483,7/24/2025 9:12
1,835134,2024,Male,Black or African American,25 to 34,Self-Harm Violence Events,100,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,25 to 34,Harm-to-Others Violence Events,1275,7/24/2025 9:12
1,835134,2024,Male,Black or African American,25 to 34,Harm-to-Others Violence Events,380,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,35 to 44,Non-violence Mental Health Events,1779,7/24/2025 9:12
1,835134,2024,Male,Black or African American,35 to 44,Non-violence Mental Health Events,362,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,35 to 44,Self-Harm Violence Events,306,7/24/2025 9:12
1,835134,2024,Male,Black or African American,35 to 44,Self-Harm Violence Events,66,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,35 to 44,Harm-to-Others Violence Events,1113,7/24/2025 9:12
1,835134,2024,Male,Black or African American,35 to 44,Harm-to-Others Violence Events,299,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,45 to 54,Non-violence Mental Health Events,1503,7/24/2025 9:12
1,835134,2024,Male,Black or African American,45 to 54,Non-violence Mental Health Events,371,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,45 to 54,Self-Harm Violence Events,245,7/24/2025 9:12
1,835134,2024,Male,Black or African American,45 to 54,Self-Harm Violence Events,39,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,45 to 54,Harm-to-Others Violence Events,766,7/24/2025 9:12
1,835134,2024,Male,Black or African American,45 to 54,Harm-to-Others Violence Events,250,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,55 to 64,Non-violence Mental Health Events,1607,7/24/2025 9:12
1,835134,2024,Male,Black or African American,55 to 64,Non-violence Mental Health Events,450,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,55 to 64,Self-Harm Violence Events,157,7/24/2025 9:12
1,835134,2024,Male,Black or African American,55 to 64,Self-Harm Violence Events,38,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,55 to 64,Harm-to-Others Violence Events,757,7/24/2025 9:12
1,835134,2024,Male,Black or African American,55 to 64,Harm-to-Others Violence Events,256,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,65 to 74,Non-violence Mental Health Events,1254,7/24/2025 9:12
1,835134,2024,Male,Black or African American,65 to 74,Non-violence Mental Health Events,528,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,65 to 74,Self-Harm Violence Events,79,7/24/2025 9:12
1,835134,2024,Male,Black or African American,65 to 74,Self-Harm Violence Events,29,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,65 to 74,Harm-to-Others Violence Events,462,7/24/2025 9:12
1,835134,2024,Male,Black or African American,65 to 74,Harm-to-Others Violence Events,199,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,75 to 84,Non-violence Mental Health Events,598,7/24/2025 9:12
1,835134,2024,Male,Black or African American,75 to 84,Non-violence Mental Health Events,343,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,75 to 84,Self-Harm Violence Events,21,7/24/2025 9:12
1,835134,2024,Male,Black or African American,75 to 84,Self-Harm Violence Events,11,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,75 to 84,Harm-to-Others Violence Events,162,7/24/2025 9:12
1,835134,2024,Male,Black or African American,75 to 84,Harm-to-Others Violence Events,76,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,85+,Non-violence Mental Health Events,477,7/24/2025 9:12
1,835134,2024,Male,Black or African American,85+,Non-violence Mental Health Events,107,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,85+,Self-Harm Violence Events,44,7/24/2025 9:12
1,835134,2024,Male,Black or African American,85+,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Black or African American,85+,Harm-to-Others Violence Events,238,7/24/2025 9:12
1,835134,2024,Male,Black or African American,85+,Harm-to-Others Violence Events,21,7/24/2025 9:12
5,1975055,2024,Male,White,0 to 17,Non-violence Mental Health Events,3194,7/24/2025 9:12
1,835134,2024,Male,White,0 to 17,Non-violence Mental Health Events,659,7/24/2025 9:12
5,1975055,2024,Male,White,0 to 17,Self-Harm Violence Events,867,7/24/2025 9:12
1,835134,2024,Male,White,0 to 17,Self-Harm Violence Events,239,7/24/2025 9:12
5,1975055,2024,Male,White,0 to 17,Harm-to-Others Violence Events,2652,7/24/2025 9:12
1,835134,2024,Male,White,0 to 17,Harm-to-Others Violence Events,527,7/24/2025 9:12
5,1975055,2024,Male,White,18 to 24,Non-violence Mental Health Events,2535,7/24/2025 9:12
1,835134,2024,Male,White,18 to 24,Non-violence Mental Health Events,606,7/24/2025 9:12
5,1975055,2024,Male,White,18 to 24,Self-Harm Violence Events,712,7/24/2025 9:12
1,835134,2024,Male,White,18 to 24,Self-Harm Violence Events,176,7/24/2025 9:12
5,1975055,2024,Male,White,18 to 24,Harm-to-Others Violence Events,1495,7/24/2025 9:12
1,835134,2024,Male,White,18 to 24,Harm-to-Others Violence Events,278,7/24/2025 9:12
5,1975055,2024,Male,White,25 to 34,Non-violence Mental Health Events,4635,7/24/2025 9:12
1,835134,2024,Male,White,25 to 34,Non-violence Mental Health Events,871,7/24/2025 9:12
5,1975055,2024,Male,White,25 to 34,Self-Harm Violence Events,1217,7/24/2025 9:12
1,835134,2024,Male,White,25 to 34,Self-Harm Violence Events,242,7/24/2025 9:12
5,1975055,2024,Male,White,25 to 34,Harm-to-Others Violence Events,2320,7/24/2025 9:12
1,835134,2024,Male,White,25 to 34,Harm-to-Others Violence Events,459,7/24/2025 9:12
5,1975055,2024,Male,White,35 to 44,Non-violence Mental Health Events,4849,7/24/2025 9:12
1,835134,2024,Male,White,35 to 44,Non-violence Mental Health Events,967,7/24/2025 9:12
5,1975055,2024,Male,White,35 to 44,Self-Harm Violence Events,1146,7/24/2025 9:12
1,835134,2024,Male,White,35 to 44,Self-Harm Violence Events,250,7/24/2025 9:12
5,1975055,2024,Male,White,35 to 44,Harm-to-Others Violence Events,2417,7/24/2025 9:12
1,835134,2024,Male,White,35 to 44,Harm-to-Others Violence Events,437,7/24/2025 9:12
5,1975055,2024,Male,White,45 to 54,Non-violence Mental Health Events,4507,7/24/2025 9:12
1,835134,2024,Male,White,45 to 54,Non-violence Mental Health Events,904,7/24/2025 9:12
5,1975055,2024,Male,White,45 to 54,Self-Harm Violence Events,748,7/24/2025 9:12
1,835134,2024,Male,White,45 to 54,Self-Harm Violence Events,158,7/24/2025 9:12
5,1975055,2024,Male,White,45 to 54,Harm-to-Others Violence Events,2163,7/24/2025 9:12
1,835134,2024,Male,White,45 to 54,Harm-to-Others Violence Events,408,7/24/2025 9:12
5,1975055,2024,Male,White,55 to 64,Non-violence Mental Health Events,5684,7/24/2025 9:12
1,835134,2024,Male,White,55 to 64,Non-violence Mental Health Events,1194,7/24/2025 9:12
5,1975055,2024,Male,White,55 to 64,Self-Harm Violence Events,601,7/24/2025 9:12
1,835134,2024,Male,White,55 to 64,Self-Harm Violence Events,103,7/24/2025 9:12
5,1975055,2024,Male,White,55 to 64,Harm-to-Others Violence Events,2284,7/24/2025 9:12
1,835134,2024,Male,White,55 to 64,Harm-to-Others Violence Events,432,7/24/2025 9:12
5,1975055,2024,Male,White,65 to 74,Non-violence Mental Health Events,6143,7/24/2025 9:12
1,835134,2024,Male,White,65 to 74,Non-violence Mental Health Events,1487,7/24/2025 9:12
5,1975055,2024,Male,White,65 to 74,Self-Harm Violence Events,294,7/24/2025 9:12
1,835134,2024,Male,White,65 to 74,Self-Harm Violence Events,83,7/24/2025 9:12
5,1975055,2024,Male,White,65 to 74,Harm-to-Others Violence Events,2079,7/24/2025 9:12
1,835134,2024,Male,White,65 to 74,Harm-to-Others Violence Events,423,7/24/2025 9:12
5,1975055,2024,Male,White,75 to 84,Non-violence Mental Health Events,5629,7/24/2025 9:12
1,835134,2024,Male,White,75 to 84,Non-violence Mental Health Events,1380,7/24/2025 9:12
5,1975055,2024,Male,White,75 to 84,Self-Harm Violence Events,126,7/24/2025 9:12
1,835134,2024,Male,White,75 to 84,Self-Harm Violence Events,36,7/24/2025 9:12
5,1975055,2024,Male,White,75 to 84,Harm-to-Others Violence Events,1648,7/24/2025 9:12
1,835134,2024,Male,White,75 to 84,Harm-to-Others Violence Events,319,7/24/2025 9:12
5,1975055,2024,Male,White,85+,Non-violence Mental Health Events,3044,7/24/2025 9:12
1,835134,2024,Male,White,85+,Non-violence Mental Health Events,710,7/24/2025 9:12
5,1975055,2024,Male,White,85+,Self-Harm Violence Events,79,7/24/2025 9:12
1,835134,2024,Male,White,85+,Self-Harm Violence Events,16,7/24/2025 9:12
5,1975055,2024,Male,White,85+,Harm-to-Others Violence Events,800,7/24/2025 9:12
1,835134,2024,Male,White,85+,Harm-to-Others Violence Events,173,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,29,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,0 to 17,Non-violence Mental Health Events,12,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,0 to 17,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,34,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,11,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,18 to 24,Non-violence Mental Health Events,55,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,18 to 24,Non-violence Mental Health Events,14,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,15,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,61,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,12,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,88,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,25 to 34,Non-violence Mental Health Events,18,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,17,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,114,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,18,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,35 to 44,Non-violence Mental Health Events,62,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,35 to 44,Non-violence Mental Health Events,14,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,35 to 44,Self-Harm Violence Events,15,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,35 to 44,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,74,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,14,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,45 to 54,Non-violence Mental Health Events,37,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,45 to 54,Non-violence Mental Health Events,19,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,45 to 54,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,37,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,11,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,55 to 64,Non-violence Mental Health Events,14,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,55 to 64,Non-violence Mental Health Events,13,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,55 to 64,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,22,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,65 to 74,Non-violence Mental Health Events,10,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,65 to 74,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,10,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,75 to 84,Non-violence Mental Health Events,37,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,75 to 84,Non-violence Mental Health Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,34,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,85+,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,85+,Non-violence Mental Health Events,,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,85+,Self-Harm Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,,7/24/2025 9:12
1,835134,2024,Male,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,,7/24/2025 9:12
5,1975055,2024,Male,Other Race,0 to 17,Non-violence Mental Health Events,2691,7/24/2025 9:12
1,835134,2024,Male,Other Race,0 to 17,Non-violence Mental Health Events,5082,7/24/2025 9:12
5,1975055,2024,Male,Other Race,0 to 17,Self-Harm Violence Events,616,7/24/2025 9:12
1,835134,2024,Male,Other Race,0 to 17,Self-Harm Violence Events,650,7/24/2025 9:12
5,1975055,2024,Male,Other Race,0 to 17,Harm-to-Others Violence Events,2923,7/24/2025 9:12
1,835134,2024,Male,Other Race,0 to 17,Harm-to-Others Violence Events,2399,7/24/2025 9:12
5,1975055,2024,Male,Other Race,18 to 24,Non-violence Mental Health Events,2462,7/24/2025 9:12
1,835134,2024,Male,Other Race,18 to 24,Non-violence Mental Health Events,2701,7/24/2025 9:12
5,1975055,2024,Male,Other Race,18 to 24,Self-Harm Violence Events,671,7/24/2025 9:12
1,835134,2024,Male,Other Race,18 to 24,Self-Harm Violence Events,534,7/24/2025 9:12
5,1975055,2024,Male,Other Race,18 to 24,Harm-to-Others Violence Events,1581,7/24/2025 9:12
1,835134,2024,Male,Other Race,18 to 24,Harm-to-Others Violence Events,1361,7/24/2025 9:12
5,1975055,2024,Male,Other Race,25 to 34,Non-violence Mental Health Events,4933,7/24/2025 9:12
1,835134,2024,Male,Other Race,25 to 34,Non-violence Mental Health Events,3888,7/24/2025 9:12
5,1975055,2024,Male,Other Race,25 to 34,Self-Harm Violence Events,1287,7/24/2025 9:12
1,835134,2024,Male,Other Race,25 to 34,Self-Harm Violence Events,875,7/24/2025 9:12
5,1975055,2024,Male,Other Race,25 to 34,Harm-to-Others Violence Events,2717,7/24/2025 9:12
1,835134,2024,Male,Other Race,25 to 34,Harm-to-Others Violence Events,2057,7/24/2025 9:12
